RowNum	OrigBook	OrigRef	MatchedBook	MatchedRef	Score	SplitMethod	QuoteLen	Status
513	Ps	19:9	Ps	35:9	0.4800	period	127	OK
514	Ps	19:11	Ps	35:11	0.5263	none	93	OK
515	Ps	19:12	Ps	35:12	0.4375	annotation_marker	45	OK
516	Ps	19:23	Ps	19:23	0.1765	period	88	LOW_CONFIDENCE
517	Ps	19:2	Ps	19:2	0.2174	period	89	LOW_CONFIDENCE
518	Ps	19:3	Ps	36:3	0.3200	annotation_marker	101	MARGINAL
519	Ps	19:4	Ps	36:4	0.3500	none	70	OK
520	Ps	19:5	Ps	36:5	0.2593	none	101	MARGINAL
521	Ps	19:6	Ps	19:6	0.2083	annotation_marker	104	LOW_CONFIDENCE
522	Ps	19:8	Dt	6:12	0.2500	period	80	MARGINAL
523	Ps	19:11	Nm	35:14	0.3684	none	84	OK
524	Ps	19:2	Ps	36:12	0.3333	none	70	MARGINAL
525	Ps	19:17	Ps	19:17	0.2353	period	232	LOW_CONFIDENCE
526	Ps	19:35	Ps	36:15	0.2941	period	73	MARGINAL
527	Ps	19:16	Ps	36:16	0.3529	none	60	OK
528	Ps	19:17	Ps	19:17	0.2381	period	84	LOW_CONFIDENCE
529	Ps	19:18	Ps	36:19	0.2778	period	201	MARGINAL
530	Ps	19:2	Ps	36:23	0.3056	none	178	MARGINAL
531	Ps	19:24	Ps	36:24	0.3478	period	87	MARGINAL
532	Ps	19:25	Ps	19:25	0.2143	period	96	LOW_CONFIDENCE
533	Ps	19:27	Ps	19:27	0.2308	period	152	LOW_CONFIDENCE
534	Ps	19:28	Ps	19:28	0.2222	period	60	LOW_CONFIDENCE
535	Ps	19:29	Ps	23:2	0.2778	none	80	MARGINAL
536	Ps	19:30	Ps	36:30	0.3333	none	81	MARGINAL
537	Ps	19:31	Ps	36:31	0.5882	none	70	OK
538	Ps	19:32	Sir	1:34	0.2857	period	72	MARGINAL
539	Ps	19:33	Ps	36:33	0.3704	none	112	OK
540	Ps	19:34	Ps	36:34	0.3438	none	134	MARGINAL
541	Ps	19:38	Ps	36:35	0.5000	none	79	OK
542	Ps	19:36	Ps	36:36	0.7333	none	85	OK
543	Ps	19:37	Ps	36:37	0.2667	none	45	MARGINAL
544	Ps	19:38	Ps	36:38	0.2500	none	76	MARGINAL
545	Ps	19:39	Ps	113:17	0.4211	period	69	OK
546	Ps	19:40	Ps	19:40	0.1558	period	463	LOW_CONFIDENCE
547	Ps	19:2	Ps	19:2	0.1765	period	192	LOW_CONFIDENCE
548	Ps	19:3	Ps	37:3	0.2857	period	78	MARGINAL
549	Ps	19:4	Ps	37:8	0.3333	annotation_marker	25	MARGINAL
550	Ps	19:6	Ps	19:6	0.1915	period	157	LOW_CONFIDENCE
551	Ps	19:1	Ps	37:8	0.4762	period	104	OK
552	Ps	19:10	Ps	37:10	0.2778	period	64	MARGINAL
553	Ps	19:12	Ps	37:12	0.3333	period	61	MARGINAL
554	Ps	19:15	Ps	37:15	0.4000	none	73	OK
555	Ps	19:16	Ps	37:16	0.4762	none	94	OK
556	Ps	19:17	Ps	19:17	0.2286	period	127	LOW_CONFIDENCE
557	Ps	19:15	Ps	19:15	0.1923	period	92	LOW_CONFIDENCE
558	Ps	19:19	Ps	19:19	0.2000	period	137	LOW_CONFIDENCE
559	Ps	19:21	Ps	19:21	0.1707	period	225	LOW_CONFIDENCE
560	Ps	19:5	Ps	19:5	0.1667	period	158	LOW_CONFIDENCE
561	Ps	19:1	Ps	19:1	0.2195	period	197	LOW_CONFIDENCE
562	Ps	19:2	Ps	38:2	0.2642	none	287	MARGINAL
563	Ps	19:3	Ps	19:3	0.1667	period	155	LOW_CONFIDENCE
564	Ps	19:4	Ps	19:4	0.2000	period	165	LOW_CONFIDENCE
565	Ps	19:6	Ps	19:6	0.2174	period	38	LOW_CONFIDENCE
566	Ps	19:9	Eccl	10:3	0.2857	period	45	MARGINAL
567	Ps	19:8	1Chr	17:4	0.2571	none	149	MARGINAL
568	Ps	19:9	Ps	19:9	0.1333	period	19	LOW_CONFIDENCE
569	Ps	19:12	Ps	19:12	0.1897	period	253	LOW_CONFIDENCE
570	Ps	19:13	Ps	19:13	0.2432	annotation_marker	113	LOW_CONFIDENCE
571	Ps	19:14	Ps	38:14	0.2800	annotation_marker	107	MARGINAL
572	Ps	19:6	Gn	50:2	0.2500	period	135	MARGINAL
573	Ps	19:2	Ps	119:1	0.3750	annotation_marker	49	OK
574	Ps	19:3	Ps	39:3	0.4333	none	160	OK
575	Ps	19:4	Ps	39:4	0.5172	none	125	OK
576	Ps	19:5	Ps	39:5	0.3929	none	110	OK
577	Ps	19:6	Ps	7:4	0.2500	period	115	MARGINAL
578	Ps	19:7	Ps	19:7	0.1786	period	131	LOW_CONFIDENCE
579	Ps	19:14	Ps	39:14	0.3077	period	35	MARGINAL
580	Ps	19:17	Ps	39:17	0.2667	period	254	MARGINAL
581	Ps	19:2	Prv	3:13	0.2778	annotation_marker	78	MARGINAL
582	Ps	19:4	Ps	40:4	0.3333	period	74	MARGINAL
583	Ps	19:6	Ps	19:6	0.2353	none	110	STRUCTURAL_GAP
584	Ps	19:7	Ps	19:7	0.2000	period	324	LOW_CONFIDENCE
585	Ps	19:5	Ps	19:5	0.1569	period	291	LOW_CONFIDENCE
586	Ps	19:12	Ps	19:12	0.1818	none	87	STRUCTURAL_GAP
587	Ps	19:13	Ps	19:13	0.1961	period	250	LOW_CONFIDENCE
588	Ps	19:14	Mt	13:49	0.3043	annotation_marker	64	MARGINAL
589	Ps	19:1	Ps	19:1	0.2188	period	184	LOW_CONFIDENCE
590	Ps	19:2	Ps	19:2	0.2222	tilde	170	LOW_CONFIDENCE
591	Ps	19:4	Ps	41:4	0.4231	annotation_marker	98	OK
592	Ps	19:5	Ps	19:5	0.2208	period	403	LOW_CONFIDENCE
593	Ps	19:6	Ps	19:6	0.2195	period	141	LOW_CONFIDENCE
594	Ps	19:8	Ps	28:4	0.2667	period	53	MARGINAL
595	Ps	19:12	Ps	93:22	0.2857	period	91	MARGINAL
596	Ps	19:3	Ps	118:138	0.3000	annotation_marker	24	MARGINAL
597	Ps	19:4	Ps	67:33	0.3333	annotation_marker	44	MARGINAL
598	Ps	19:6	Ps	42:6	0.3182	annotation_marker	63	MARGINAL
599	Ps	19:6	Ps	19:6	0.1429	period	36	LOW_CONFIDENCE
600	Ps	19:1	Ps	19:1	0.1852	period	305	LOW_CONFIDENCE
601	Ps	19:3	Ps	19:3	0.2414	none	143	STRUCTURAL_GAP
602	Ps	19:4	Ps	77:64	0.2857	period	92	MARGINAL
603	Ps	19:5	Ps	43:5	0.4211	tilde	81	OK
604	Ps	19:6	Ps	43:6	0.3226	period	115	MARGINAL
605	Ps	19:7	Ps	43:7	0.4706	period	60	OK
606	Ps	19:12	Ps	19:12	0.2000	period	59	LOW_CONFIDENCE
607	Ps	19:13	Ps	43:13	0.4286	annotation_marker	71	OK
608	Ps	19:14	Ps	43:14	0.5000	none	107	OK
609	Ps	19:135	Ps	19:135	0.2432	period	199	LOW_CONFIDENCE
610	Ps	19:18	Ps	19:18	0.2000	period	26	LOW_CONFIDENCE
611	Ps	19:1	Ps	19:1	0.0000	annotation_marker	26	STRUCTURAL_GAP
612	Ps	19:21	Ps	43:21	0.4800	period	151	OK
613	Ps	19:25	Ps	19:25	0.1930	period	314	LOW_CONFIDENCE
614	Ps	19:2	Ps	19:2	0.2308	annotation_marker	50	LOW_CONFIDENCE
615	Ps	19:3	Ps	19:3	0.2083	period	120	LOW_CONFIDENCE
616	Ps	19:4	Ps	44:4	0.2857	period	53	MARGINAL
617	Ps	19:7	Prv	26:3	0.3158	period	63	MARGINAL
618	Ps	19:9	Ps	19:9	0.1667	annotation_marker	23	LOW_CONFIDENCE
619	Ps	19:13	Ps	44:13	0.3333	period	75	MARGINAL
620	Ps	19:16	Ps	44:16	0.5294	period	95	OK
621	Ps	19:17	Ps	44:17	0.5455	period	90	OK
622	Ps	19:18	Ps	19:18	0.2000	annotation_marker	197	LOW_CONFIDENCE
623	Ps	19:1	Ps	46:1	0.7500	annotation_marker	33	OK
624	Ps	19:42	Ps	45:2	0.2500	annotation_marker	54	MARGINAL
625	Ps	19:3	Ps	19:3	0.2000	annotation_marker	14	STRUCTURAL_GAP
626	Ps	19:5	Ps	45:5	0.4444	annotation_marker	74	OK
627	Ps	19:6	Ps	45:6	0.3913	period	91	OK
628	Ps	19:7	Ps	45:7	0.3000	period	66	MARGINAL
629	Ps	19:12	Ps	45:8	0.5333	period	72	OK
630	Ps	19:1	Ps	46:1	0.5714	period	19	OK
631	Ps	19:2	Sir	11:23	0.3182	period	65	MARGINAL
632	Ps	19:2	Ps	19:2	0.0000	period	26	STRUCTURAL_GAP
633	Ps	19:3	Ps	46:3	0.3077	annotation_marker	27	MARGINAL
634	Ps	19:5	Ps	46:5	0.3500	none	74	OK
635	Ps	19:6	Ps	75:2	0.3000	annotation_marker	18	MARGINAL
636	Ps	19:7	Ps	46:7	0.6667	period	47	OK
637	Ps	19:9	Ps	19:9	0.2222	period	67	LOW_CONFIDENCE
638	Ps	19:10	1Chr	1:28	0.3000	annotation_marker	38	MARGINAL
639	Ps	19:2	Ps	19:2	0.1739	period	248	LOW_CONFIDENCE
640	Ps	19:4	Ps	19:4	0.1667	annotation_marker	19	LOW_CONFIDENCE
641	Ps	19:5	Acts	2:1	0.3125	period	46	MARGINAL
642	Ps	19:6	Ps	47:6	0.3077	none	63	MARGINAL
643	Ps	19:7	Ps	19:7	0.1765	period	60	LOW_CONFIDENCE
644	Ps	19:9	Ps	47:9	0.2979	annotation_marker	278	MARGINAL
645	Ps	19:13	Ps	47:13	0.4000	annotation_marker	21	OK
646	Ps	19:15	Ps	47:15	0.3529	annotation_marker	55	OK
647	Ps	19:1	Ps	19:1	0.2162	period	236	LOW_CONFIDENCE
648	Ps	19:2	Ps	19:2	0.1500	annotation_marker	76	LOW_CONFIDENCE
649	Ps	19:3	Ex	4:29	0.2632	period	82	MARGINAL
650	Ps	19:4	Ps	48:4	0.4118	period	74	OK
651	Ps	19:6	Ps	19:6	0.0833	period	37	LOW_CONFIDENCE
652	Ps	19:8	Ps	19:8	0.2368	period	237	LOW_CONFIDENCE
653	Ps	19:9	Ps	19:9	0.2000	period	30	LOW_CONFIDENCE
654	Ps	19:14	Nm	7:16	0.2500	annotation_marker	21	MARGINAL
655	Ps	19:19	Ps	19:19	0.1538	annotation_marker	32	LOW_CONFIDENCE
656	Ps	19:9	Ps	19:9	0.0833	period	20	LOW_CONFIDENCE
657	Ps	19:21	Ps	48:21	0.2895	period	204	MARGINAL
658	Ps	19:3	Jn	8:27	0.2667	annotation_marker	49	MARGINAL
659	Ps	19:4	Gn	35:13	0.2500	annotation_marker	29	MARGINAL
660	Ps	19:5	Ps	49:5	0.3529	annotation_marker	68	OK
661	Ps	19:8	Dt	5:7	0.2727	period	25	MARGINAL
662	Ps	19:14	Ps	49:14	0.3000	annotation_marker	80	MARGINAL
663	Ps	19:17	Ps	49:17	0.4000	period	59	OK
664	Ps	19:18	Ps	19:18	0.1935	period	175	LOW_CONFIDENCE
665	Ps	19:23	Ps	49:23	0.5000	annotation_marker	85	OK
666	Ps	19:14	Ps	19:14	0.1765	period	252	LOW_CONFIDENCE
667	Ps	19:3	Ps	19:3	0.2174	period	111	LOW_CONFIDENCE
668	Ps	19:4	Ps	19:4	0.1538	annotation_marker	34	LOW_CONFIDENCE
669	Ps	19:5	Jb	21:2	0.2667	period	70	MARGINAL
670	Ps	19:6	Ps	50:6	0.3000	annotation_marker	108	MARGINAL
671	Ps	19:8	Ps	19:8	0.1111	annotation_marker	17	LOW_CONFIDENCE
672	Ps	19:11	Ps	50:11	0.3158	period	73	MARGINAL
673	Ps	19:12	Ps	50:12	0.3846	period	137	OK
674	Ps	19:13	Ps	50:13	0.2500	none	84	MARGINAL
675	Ps	19:14	Lv	14:55	0.3333	annotation_marker	29	MARGINAL
676	Ps	19:15	Ps	19:15	0.1923	annotation_marker	74	LOW_CONFIDENCE
677	Ps	19:16	Ps	50:16	0.4091	annotation_marker	87	OK
678	Ps	19:21	Ex	28:13	0.3000	annotation_marker	35	MARGINAL
679	Ps	19:7	Ps	19:7	0.2000	period	159	LOW_CONFIDENCE
680	Ps	19:19	Ps	19:19	0.1562	period	150	LOW_CONFIDENCE
681	Ps	19:4	Ps	19:4	0.1000	annotation_marker	15	LOW_CONFIDENCE
682	Ps	19:6	Ps	51:6	0.2500	period	61	MARGINAL
683	Ps	19:8	Ps	51:8	0.5000	tilde	75	OK
684	Ps	19:11	Ps	19:11	0.2250	period	201	LOW_CONFIDENCE
685	Ps	19:4	Ps	52:4	0.4000	period	110	OK
686	Ps	19:16	Ps	13:5	0.4500	annotation_marker	104	OK
687	Ps	19:3	Ps	53:3	0.2500	annotation_marker	30	MARGINAL
688	Ps	19:7	Ps	19:7	0.2093	period	214	LOW_CONFIDENCE
689	Ps	19:8	Ps	19:8	0.1923	period	109	LOW_CONFIDENCE
690	Ps	19:1	Ps	19:1	0.1000	period	47	LOW_CONFIDENCE
691	Ps	19:2	Ps	54:2	0.2632	period	80	MARGINAL
692	Ps	19:4	Ps	54:4	0.2917	period	91	MARGINAL
693	Ps	19:5	Ps	54:5	0.4000	annotation_marker	36	OK
694	Ps	19:7	Ps	54:7	0.4000	annotation_marker	60	OK
695	Ps	19:8	Ps	54:8	0.4118	annotation_marker	61	OK
696	Ps	19:9	Jn	12:45	0.2500	annotation_marker	18	MARGINAL
697	Ps	19:13	Ps	19:13	0.2121	period	67	LOW_CONFIDENCE
698	Ps	19:14	Ps	54:14	0.2941	period	59	MARGINAL
699	Ps	19:91	Ps	54:19	0.3077	annotation_marker	81	MARGINAL
700	Ps	19:20	Ps	19:20	0.2000	period	59	LOW_CONFIDENCE
701	Ps	19:22	Ps	19:22	0.2200	annotation_marker	279	LOW_CONFIDENCE
702	Ps	19:1	Ps	19:1	0.2273	annotation_marker	68	LOW_CONFIDENCE
703	Ps	19:3	Ps	19:3	0.1818	annotation_marker	28	LOW_CONFIDENCE
704	Ps	19:4	Ps	19:4	0.2222	period	191	LOW_CONFIDENCE
705	Ps	19:5	Ps	55:5	0.2632	period	177	MARGINAL
706	Ps	19:7	Ps	19:7	0.2000	annotation_marker	53	LOW_CONFIDENCE
707	Ps	19:12	Ps	19:12	0.1765	period	142	LOW_CONFIDENCE
708	Ps	19:13	Ps	55:13	0.2500	annotation_marker	87	MARGINAL
709	Ps	19:8	Ps	19:8	0.1875	period	48	LOW_CONFIDENCE
710	Ps	19:3	Ps	56:3	0.3158	none	57	MARGINAL
711	Ps	19:4	Jn	7:29	0.3333	annotation_marker	49	MARGINAL
712	Ps	19:11	Ps	56:6	0.2581	period	182	MARGINAL
713	Ps	19:1	Ps	57:1	0.2941	period	69	MARGINAL
714	Ps	19:2	Ps	57:2	0.3333	annotation_marker	68	MARGINAL
715	Ps	19:3	Ps	57:3	0.3333	annotation_marker	49	MARGINAL
716	Ps	19:4	Ps	57:4	0.4211	period	101	OK
717	Ps	19:6	Ps	57:6	0.2500	period	87	MARGINAL
718	Ps	19:7	Ps	57:7	0.5000	period	85	OK
719	Ps	19:1	Ps	58:1	0.2917	period	50	MARGINAL
720	Ps	19:19	Ps	19:19	0.1892	period	191	LOW_CONFIDENCE
721	Ps	19:2	Ps	58:2	0.3810	none	86	OK
722	Ps	19:3	Ps	58:3	0.4667	none	72	OK
723	Ps	19:4	Ps	58:4	0.2500	annotation_marker	65	MARGINAL
724	Ps	19:5	Ps	19:5	0.2105	period	52	LOW_CONFIDENCE
725	Ps	19:9	Ps	19:9	0.2222	annotation_marker	40	LOW_CONFIDENCE
726	Ps	19:12	Ps	19:12	0.1795	period	243	LOW_CONFIDENCE
727	Ps	19:13	Ps	58:13	0.5455	period	86	OK
728	Ps	19:17	Gn	1:13	0.2500	period	16	MARGINAL
729	Ps	19:1	Ps	59:1	0.2857	annotation_marker	57	MARGINAL
730	Ps	19:1	Ps	19:1	0.2143	annotation_marker	146	LOW_CONFIDENCE
731	Ps	19:3	Ps	19:3	0.1333	annotation_marker	54	LOW_CONFIDENCE
732	Ps	19:4	Ps	59:4	0.2727	none	97	MARGINAL
733	Ps	19:5	Ps	59:5	0.4706	annotation_marker	63	OK
734	Ps	19:6	Is	21:15	0.3750	period	87	OK
735	Ps	19:7	Ps	107:7	0.5000	period	61	OK
736	Ps	19:2	Ps	129:1	0.3000	period	70	MARGINAL
737	Ps	19:5	Ps	60:5	0.4000	period	70	OK
738	Ps	19:6	Ps	60:6	0.3182	period	97	MARGINAL
739	Ps	19:7	Ps	60:7	0.3684	annotation_marker	92	OK
740	Ps	19:9	Ps	60:9	0.3846	annotation_marker	76	OK
741	Ps	19:1	Ps	19:1	0.2083	period	110	LOW_CONFIDENCE
742	Ps	19:4	Ps	19:4	0.1429	period	253	LOW_CONFIDENCE
743	Ps	19:7	Ps	19:7	0.1765	period	75	LOW_CONFIDENCE
744	Ps	19:13	Sir	43:31	0.2727	annotation_marker	17	MARGINAL
745	Ps	19:2	Ps	19:2	0.2308	annotation_marker	23	LOW_CONFIDENCE
746	Ps	19:3	Ps	19:3	0.2000	none	2	STRUCTURAL_GAP
747	Ps	19:3	Ps	19:3	0.1333	annotation_marker	38	LOW_CONFIDENCE
748	Ps	19:4	Ps	19:4	0.2222	period	62	LOW_CONFIDENCE
749	Ps	19:5	Tb	13:9	0.3077	period	39	MARGINAL
750	Ps	19:6	Ps	62:6	0.3478	period	94	MARGINAL
751	Ps	19:7	Ps	62:7	0.3529	annotation_marker	41	OK
752	Ps	19:9	Ps	62:9	0.2692	annotation_marker	118	MARGINAL
753	Ps	19:3	Ps	63:3	0.2500	period	111	MARGINAL
754	Ps	19:7	Ps	19:7	0.1935	period	158	LOW_CONFIDENCE
755	Ps	19:8	Ps	19:8	0.2381	period	53	LOW_CONFIDENCE
756	Ps	19:1	Ps	64:1	0.3750	annotation_marker	107	OK
757	Ps	19:4	Ps	19:4	0.2258	period	116	LOW_CONFIDENCE
758	Ps	19:5	Ps	19:5	0.2105	annotation_marker	72	LOW_CONFIDENCE
759	Ps	19:6	Ps	19:6	0.3043	annotation_marker	95	MARGINAL
760	Ps	19:9	Ps	33:22	0.3333	annotation_marker	78	MARGINAL
761	Ps	19:12	Ps	64:12	0.3478	period	99	MARGINAL
762	Ps	19:13	Ps	19:13	0.2400	period	102	LOW_CONFIDENCE
763	Ps	19:14	1Cor	14:32	0.3636	annotation_marker	37	OK
764	Ps	19:11	Lam	3:34	0.2500	period	63	MARGINAL
765	Ps	19:1	Ps	118:54	0.2941	period	87	MARGINAL
766	Ps	19:3	Ps	83:2	0.2857	annotation_marker	105	MARGINAL
767	Ps	19:4	2Cor	3:17	0.2609	period	92	MARGINAL
768	Ps	19:4	Ps	65:4	0.4706	none	68	OK
769	Ps	19:5	Ps	65:5	0.4500	period	81	OK
770	Ps	19:6	Ps	19:6	0.2222	annotation_marker	66	LOW_CONFIDENCE
771	Ps	19:8	Ps	65:8	0.4737	period	63	OK
772	Ps	19:9	Ps	19:9	0.2000	period	297	LOW_CONFIDENCE
773	Ps	19:12	Ps	65:12	0.4783	period	84	OK
774	Ps	19:15	Ps	65:15	0.3200	period	110	MARGINAL
775	Ps	19:16	Ps	65:16	0.3793	period	95	OK
776	Ps	19:17	Ps	19:17	0.1667	period	99	LOW_CONFIDENCE
777	Ps	19:19	Ps	19:19	0.1429	period	35	LOW_CONFIDENCE
778	Ps	19:19	Ps	65:19	0.6667	none	71	OK
779	Ps	19:20	Ps	65:20	0.4762	period	84	OK
780	Ps	19:2	Lv	14:18	0.2857	annotation_marker	24	MARGINAL
781	Ps	19:3	Ps	66:3	0.6667	none	68	OK
782	Ps	19:4	Ps	19:4	0.2308	period	32	LOW_CONFIDENCE
783	Ps	19:5	Ps	19:5	0.1887	period	319	LOW_CONFIDENCE
784	Ps	19:1	Ps	38:1	0.5385	none	53	OK
785	Ps	19:2	Ps	67:2	0.2857	annotation_marker	70	MARGINAL
786	Ps	19:3	Ps	19:3	0.2143	period	324	LOW_CONFIDENCE
787	Ps	19:8	Ps	67:8	0.4286	annotation_marker	90	OK
788	Ps	19:13	Ps	19:13	0.2045	annotation_marker	274	LOW_CONFIDENCE
789	Ps	19:14	Ps	67:14	0.2500	period	151	MARGINAL
790	Ps	19:15	Ps	67:15	0.2692	annotation_marker	93	MARGINAL
791	Ps	19:18	Ps	19:18	0.2000	period	330	LOW_CONFIDENCE
792	Ps	19:19	Ps	19:19	0.1667	annotation_marker	55	LOW_CONFIDENCE
793	Ps	19:22	Ps	49:2	0.3000	period	29	MARGINAL
794	Ps	19:23	Ps	19:23	0.2222	annotation_marker	36	LOW_CONFIDENCE
795	Ps	19:24	Ps	67:24	0.4000	period	59	OK
796	Ps	19:25	Ps	67:25	0.5000	period	96	OK
797	Ps	19:26	Ps	67:26	0.2500	annotation_marker	64	MARGINAL
798	Ps	19:27	Ps	67:27	0.3846	annotation_marker	35	OK
799	Ps	19:28	Lv	13:38	0.2667	annotation_marker	41	MARGINAL
800	Ps	19:29	Ps	67:29	0.3750	annotation_marker	51	OK
801	Ps	19:31	Ps	19:31	0.2222	annotation_marker	268	LOW_CONFIDENCE
802	Ps	19:33	Ps	67:33	0.7000	annotation_marker	42	OK
803	Ps	19:34	Ps	67:33	0.2500	period	86	MARGINAL
804	Ps	19:36	Ps	67:36	0.4375	period	162	OK
805	Ps	19:3	Ps	19:3	0.2105	annotation_marker	68	LOW_CONFIDENCE
806	Ps	19:4	Ps	19:4	0.2069	period	96	LOW_CONFIDENCE
807	Ps	19:5	Ps	37:20	0.2857	period	76	MARGINAL
808	Ps	19:6	Ps	68:6	0.2941	period	61	MARGINAL
809	Ps	19:7	Ps	68:7	0.4000	annotation_marker	75	OK
810	Ps	19:8	Ps	19:8	0.2000	period	74	LOW_CONFIDENCE
811	Ps	19:9	Ps	68:9	0.2727	period	184	MARGINAL
812	Ps	19:13	Ps	68:13	0.3000	period	63	MARGINAL
813	Ps	19:17	Ps	19:17	0.2273	period	246	LOW_CONFIDENCE
814	Ps	19:22	Is	49:3	0.2581	none	157	MARGINAL
815	Ps	19:23	Rom	11:9	0.2609	period	83	MARGINAL
816	Ps	19:25	Ps	68:25	0.3158	period	73	MARGINAL
817	Ps	19:27	Ps	68:27	0.4091	annotation_marker	97	OK
818	Ps	19:28	Ps	68:28	0.4118	period	74	OK
819	Ps	19:29	Ps	68:29	0.5263	period	89	OK
820	Ps	19:30	Ps	19:30	0.1667	annotation_marker	24	LOW_CONFIDENCE
821	Ps	19:31	Ps	68:31	0.4211	none	76	OK
822	Ps	19:32	Ps	68:32	0.3636	period	80	OK
823	Ps	19:33	Ps	68:33	0.5294	none	70	OK
824	Ps	19:34	Ps	94:7	0.2727	period	163	MARGINAL
825	Ps	19:35	Ps	68:35	0.3684	period	86	OK
826	Ps	19:36	Ps	19:36	0.2222	annotation_marker	29	LOW_CONFIDENCE
827	Ps	19:37	Ps	68:37	0.3636	period	87	OK
828	Ps	19:2	Ps	37:23	0.2500	annotation_marker	26	MARGINAL
829	Ps	19:3	Ps	69:3	0.4615	period	59	OK
830	Ps	19:5	Ps	19:5	0.2182	period	277	LOW_CONFIDENCE
831	Ps	19:1	Ps	19:1	0.1463	period	480	LOW_CONFIDENCE
832	Ps	19:3	Ps	70:3	0.3182	annotation_marker	267	MARGINAL
833	Ps	19:8	Ps	19:8	0.2143	period	24	LOW_CONFIDENCE
834	Ps	19:9	Ps	19:9	0.2121	period	172	LOW_CONFIDENCE
835	Ps	19:12	Ps	70:12	0.2500	period	192	MARGINAL
836	Ps	19:23	Ps	70:23	0.3571	period	124	OK
837	Ps	19:24	Ps	70:24	0.3438	period	130	MARGINAL
838	Ps	19:1	Ps	19:1	0.2381	period	271	LOW_CONFIDENCE
839	Ps	19:3	Ps	71:3	0.4167	annotation_marker	47	OK
840	Ps	19:4	Ps	71:4	0.3889	period	111	OK
841	Ps	19:9	2Cor	3:16	0.2857	period	30	MARGINAL
842	Ps	19:8	Ps	71:8	0.2963	period	140	MARGINAL
843	Ps	19:9	Ps	71:9	0.3500	annotation_marker	87	OK
844	Ps	19:12	1Kgs	4:2	0.2500	none	86	MARGINAL
845	Ps	19:13	Ps	71:13	0.4000	period	75	OK
846	Ps	19:19	Ps	71:19	0.4167	annotation_marker	98	OK
847	Ps	19:20	Ps	19:20	0.0000	annotation_marker	19	STRUCTURAL_GAP
848	Ps	19:18	Jb	5:9	0.2727	annotation_marker	33	MARGINAL
849	Ps	19:2	Ps	72:2	0.2857	period	52	MARGINAL
850	Ps	19:3	Ps	72:3	0.3529	period	67	OK
851	Ps	19:4	Ps	19:4	0.2308	annotation_marker	29	LOW_CONFIDENCE
852	Ps	19:5	Sir	28:8	0.3889	period	72	OK
853	Ps	19:6	Ps	72:6	0.4211	period	79	OK
854	Ps	19:7	Ps	72:7	0.3333	annotation_marker	73	MARGINAL
855	Ps	19:15	2Jn	1:13	0.3636	annotation_marker	38	OK
856	Ps	19:17	Ps	72:17	0.4091	annotation_marker	106	OK
857	Ps	19:19	Ps	72:20	0.2973	annotation_marker	185	MARGINAL
858	Ps	19:24	Ps	72:24	0.3478	period	110	MARGINAL
859	Ps	19:26	Sir	24:16	0.2500	none	139	MARGINAL
860	Ps	19:27	Ps	19:27	0.2174	annotation_marker	103	LOW_CONFIDENCE
861	Ps	19:2	Ps	118:49	0.3125	period	50	MARGINAL
862	Ps	19:3	Ps	125:3	0.2857	annotation_marker	91	MARGINAL
863	Ps	19:7	Ps	19:7	0.2326	period	230	LOW_CONFIDENCE
864	Ps	19:4	Ps	19:4	0.1111	period	18	LOW_CONFIDENCE
865	Ps	19:13	Ps	19:13	0.2273	period	68	LOW_CONFIDENCE
866	Ps	19:15	Ps	73:15	0.4118	period	79	OK
867	Ps	19:4	1Cor	10:26	0.3636	annotation_marker	41	OK
868	Ps	19:6	Ps	74:6	0.3333	none	62	MARGINAL
869	Ps	19:7	Ps	74:7	0.2500	period	38	MARGINAL
870	Ps	19:10	Ps	74:10	0.2778	period	59	MARGINAL
871	Ps	19:3	Ps	75:3	0.6364	period	61	OK
872	Ps	19:4	Ps	75:4	0.5333	annotation_marker	75	OK
873	Ps	19:5	Ps	19:5	0.1750	period	178	LOW_CONFIDENCE
874	Ps	19:8	Ps	75:8	0.3846	annotation_marker	25	OK
875	Ps	19:9	Ps	19:9	0.1667	annotation_marker	43	LOW_CONFIDENCE
876	Ps	19:11	Is	3:2	0.2857	annotation_marker	47	MARGINAL
877	Ps	19:12	Ps	75:12	0.4400	period	83	OK
878	Ps	19:1	Ps	19:1	0.2105	period	77	LOW_CONFIDENCE
879	Ps	19:6	Ps	76:6	0.3684	none	62	OK
880	Ps	19:7	Ps	76:7	0.3889	annotation_marker	66	OK
881	Ps	19:8	Ps	19:8	0.2414	annotation_marker	70	LOW_CONFIDENCE
882	Ps	19:9	Ps	19:9	0.1944	annotation_marker	185	LOW_CONFIDENCE
883	Ps	19:14	Ps	76:12	0.3200	none	112	MARGINAL
884	Ps	19:13	Ps	76:13	0.3000	period	85	MARGINAL
885	Ps	19:14	Ps	19:14	0.2368	period	213	LOW_CONFIDENCE
886	Ps	19:18	Ps	19:18	0.2174	period	238	LOW_CONFIDENCE
887	Ps	19:65	Jos	21:28	0.2500	period	73	MARGINAL
888	Ps	19:2	Jb	3:2	0.2500	period	38	MARGINAL
889	Ps	19:3	Rom	3:17	0.3000	annotation_marker	21	MARGINAL
890	Ps	19:5	Ps	19:5	0.2222	annotation_marker	36	LOW_CONFIDENCE
891	Ps	19:8	Ps	19:8	0.1818	period	278	LOW_CONFIDENCE
892	Ps	19:9	Ps	77:9	0.2500	period	84	MARGINAL
