RowNum	OrigBook	OrigRef	MatchedBook	MatchedRef	Score	SplitMethod	QuoteLen	Status
893	Ps	19:15	Hos	13:7	0.2857	period	59	MARGINAL
894	Ps	19:16	Ps	77:16	0.3333	annotation_marker	197	MARGINAL
895	Ps	19:19	Ps	19:19	0.1892	period	186	LOW_CONFIDENCE
896	Ps	19:26	Ps	77:20	0.3750	annotation_marker	127	OK
897	Ps	19:21	Ps	19:21	0.2308	period	47	LOW_CONFIDENCE
898	Ps	19:23	Ps	77:23	0.4091	none	151	OK
899	Ps	19:25	Ps	77:25	0.3333	period	88	MARGINAL
900	Ps	19:20	Ps	77:26	0.6111	period	91	OK
901	Ps	19:27	Ps	77:27	0.3600	period	101	OK
902	Ps	19:24	Ps	77:29	0.4706	none	82	OK
903	Ps	19:30	Ps	77:30	0.2941	period	41	MARGINAL
904	Ps	19:32	Ps	77:32	0.2857	none	86	MARGINAL
905	Ps	19:33	Ps	19:33	0.2308	period	63	LOW_CONFIDENCE
906	Ps	19:34	Ps	77:34	0.5714	period	126	OK
907	Ps	19:35	Ps	77:35	0.5625	period	84	OK
908	Ps	19:7	Ps	77:37	0.5000	period	89	OK
909	Ps	19:38	Ps	106:38	0.2727	period	86	MARGINAL
910	Ps	19:39	Ps	19:39	0.2381	period	112	LOW_CONFIDENCE
911	Ps	19:42	Ps	77:42	0.5500	none	92	OK
912	Ps	19:43	Sir	48:15	0.3077	period	38	MARGINAL
913	Ps	19:44	Ps	77:44	0.3500	period	94	OK
914	Ps	19:45	Dn	13:25	0.2632	annotation_marker	86	MARGINAL
915	Ps	19:46	Nm	35:9	0.2500	annotation_marker	30	MARGINAL
916	Ps	19:48	Lv	11:14	0.2500	annotation_marker	44	MARGINAL
917	Ps	19:5	Ps	77:50	0.5385	period	115	OK
918	Ps	19:51	Ps	104:36	0.2857	annotation_marker	105	MARGINAL
919	Ps	19:52	Ps	77:52	0.2973	period	208	MARGINAL
920	Ps	19:58	Ps	19:58	0.2105	annotation_marker	84	LOW_CONFIDENCE
921	Ps	19:56	Ps	19:56	0.2286	period	183	LOW_CONFIDENCE
922	Ps	19:61	Ps	77:61	0.3750	period	75	OK
923	Ps	19:63	Ps	77:63	0.3125	annotation_marker	69	MARGINAL
924	Ps	19:64	Ps	19:64	0.1892	period	198	LOW_CONFIDENCE
925	Ps	19:67	Ps	77:67	0.4286	period	50	OK
926	Ps	19:69	Ps	77:69	0.3684	annotation_marker	74	OK
927	Ps	19:71	Lk	20:45	0.2857	period	100	MARGINAL
928	Ps	19:40	Ps	19:40	0.2286	period	140	LOW_CONFIDENCE
929	Ps	19:1	Lk	20:45	0.2727	annotation_marker	89	MARGINAL
930	Ps	19:2	Ps	19:2	0.1905	period	111	LOW_CONFIDENCE
931	Ps	19:3	Ps	78:3	0.7143	period	98	OK
932	Ps	19:4	Ps	78:4	0.5000	period	86	OK
933	Ps	19:8	Ps	78:8	0.5000	annotation_marker	101	OK
934	Ps	19:9	Ps	78:9	0.4643	period	130	OK
935	Ps	19:10	Gn	8:15	0.2500	annotation_marker	22	MARGINAL
936	Ps	19:1	Ps	59:1	0.3030	period	182	MARGINAL
937	Ps	19:4	Ps	79:4	0.3750	annotation_marker	55	OK
938	Ps	19:9	Nm	31:46	0.2500	annotation_marker	44	MARGINAL
939	Ps	19:8	Ps	79:4	0.4615	annotation_marker	37	OK
940	Ps	19:14	Ps	79:14	0.2778	annotation_marker	42	MARGINAL
941	Ps	19:15	Ps	79:15	0.2941	annotation_marker	49	MARGINAL
942	Ps	19:19	Ps	79:19	0.5000	period	78	OK
943	Ps	19:2	Ps	80:2	0.4000	period	60	OK
944	Ps	19:3	Ps	19:3	0.1429	period	94	LOW_CONFIDENCE
945	Ps	19:4	Ex	13:4	0.2500	period	91	MARGINAL
946	Ps	19:5	Ps	19:5	0.2308	period	34	LOW_CONFIDENCE
947	Ps	19:6	Ps	80:6	0.4000	period	83	OK
948	Ps	19:9	Ps	80:7	0.3125	period	58	MARGINAL
949	Ps	19:8	Ps	80:8	0.4167	annotation_marker	98	OK
950	Ps	19:9	Ps	19:9	0.1154	period	83	LOW_CONFIDENCE
951	Ps	19:33	Ps	80:13	0.2857	period	100	MARGINAL
952	Ps	19:15	Ps	80:15	0.2917	period	100	MARGINAL
953	Ps	19:5	Ps	19:5	0.0000	period	18	STRUCTURAL_GAP
954	Ps	19:5	Ps	19:5	0.2222	period	64	LOW_CONFIDENCE
955	Ps	19:6	Lv	14:55	0.3000	period	39	MARGINAL
956	Ps	19:7	Ps	81:7	0.4444	period	66	OK
957	Ps	19:2	Ps	19:2	0.1818	annotation_marker	24	LOW_CONFIDENCE
958	Ps	19:3	Ps	19:3	0.2381	annotation_marker	51	LOW_CONFIDENCE
959	Ps	19:5	Ps	82:5	0.2778	period	149	MARGINAL
960	Ps	19:9	Ps	82:9	0.2917	period	73	MARGINAL
961	Ps	19:10	Ps	19:10	0.2188	period	178	LOW_CONFIDENCE
962	Ps	19:14	Ez	41:21	0.2667	period	56	MARGINAL
963	Ps	19:15	Ps	82:16	0.3462	none	165	MARGINAL
964	Ps	19:17	Ps	19:17	0.2308	period	112	LOW_CONFIDENCE
965	Ps	19:19	1Chr	16:14	0.2778	annotation_marker	57	MARGINAL
966	Ps	19:1	Ps	19:1	0.2000	annotation_marker	19	LOW_CONFIDENCE
967	Ps	19:4	Bar	3:30	0.2500	tilde	60	MARGINAL
968	Ps	19:6	Ps	19:6	0.1875	period	40	LOW_CONFIDENCE
969	Ps	19:8	Ps	19:8	0.2222	annotation_marker	23	LOW_CONFIDENCE
970	Ps	19:9	Ps	19:9	0.1905	period	252	LOW_CONFIDENCE
971	Ps	19:18	Ps	84:8	0.3000	annotation_marker	91	MARGINAL
972	Ps	19:12	Ps	19:12	0.2143	annotation_marker	43	LOW_CONFIDENCE
973	Ps	19:13	Ps	33:9	0.2727	period	77	MARGINAL
974	Ps	19:2	Ps	84:2	0.4118	annotation_marker	74	OK
975	Ps	19:3	Ps	84:3	0.3333	annotation_marker	47	MARGINAL
976	Ps	19:4	Ps	84:4	0.3500	none	93	OK
977	Ps	19:15	Ps	84:5	0.3571	annotation_marker	34	OK
978	Ps	19:6	Ps	84:6	0.5789	none	98	OK
979	Ps	19:7	Ps	19:7	0.1579	annotation_marker	44	LOW_CONFIDENCE
980	Ps	19:9	1Chr	16:14	0.2609	period	91	MARGINAL
981	Ps	19:11	Ps	84:11	0.4000	annotation_marker	74	OK
982	Ps	19:12	Ps	84:12	0.4545	annotation_marker	83	OK
983	Ps	19:43	Ps	19:43	0.2308	period	123	LOW_CONFIDENCE
984	Ps	19:14	Ps	84:14	0.3889	period	63	OK
985	Ps	19:2	Ps	85:2	0.2500	annotation_marker	39	MARGINAL
986	Ps	19:4	Ps	19:4	0.1600	period	69	LOW_CONFIDENCE
987	Ps	19:5	Ps	19:5	0.2000	annotation_marker	25	LOW_CONFIDENCE
988	Ps	19:6	Ps	85:6	0.6471	none	80	OK
989	Ps	19:7	Ps	85:7	0.4286	period	78	OK
990	Ps	19:9	Ps	19:9	0.1429	annotation_marker	46	LOW_CONFIDENCE
991	Ps	19:12	Ps	85:12	0.3600	annotation_marker	86	OK
992	Ps	19:14	Ps	85:14	0.3409	annotation_marker	223	MARGINAL
993	Ps	19:17	Ps	85:17	0.3871	period	115	OK
994	Ps	19:1	Ps	19:1	0.2083	period	99	LOW_CONFIDENCE
995	Ps	19:4	Ps	19:4	0.2222	period	28	LOW_CONFIDENCE
996	Ps	19:5	Jb	5:7	0.2727	annotation_marker	32	MARGINAL
997	Ps	19:6	Ps	86:6	0.2941	period	219	MARGINAL
998	Ps	19:7	Ps	86:7	0.5000	period	49	OK
999	Ps	19:15	Ps	19:15	0.1111	period	45	LOW_CONFIDENCE
1000	Ps	19:1	Ps	19:1	0.1905	period	121	LOW_CONFIDENCE
1001	Ps	19:3	Ps	19:3	0.0588	period	56	LOW_CONFIDENCE
1002	Ps	19:4	Ps	19:4	0.1250	period	42	LOW_CONFIDENCE
1003	Ps	19:5	Jb	13:28	0.2500	period	98	MARGINAL
1004	Ps	19:9	Ps	87:9	0.2800	none	239	MARGINAL
1005	Ps	19:11	Ps	19:11	0.1837	period	228	LOW_CONFIDENCE
1006	Ps	19:12	Ps	19:12	0.2286	none	156	STRUCTURAL_GAP
1007	Ps	19:13	Ps	19:13	0.2400	period	117	LOW_CONFIDENCE
1008	Ps	19:17	Ps	87:17	0.4286	period	71	OK
1009	Ps	19:19	Ps	87:19	0.2727	period	84	MARGINAL
1010	Ps	19:1	Ps	88:1	0.4286	period	24	OK
1011	Ps	19:4	Ps	19:4	0.2273	annotation_marker	82	LOW_CONFIDENCE
1012	Ps	19:8	Ps	88:9	0.3889	none	196	OK
1013	Ps	19:10	Ps	19:10	0.2432	period	155	LOW_CONFIDENCE
1014	Ps	19:12	Ps	19:12	0.2188	period	196	LOW_CONFIDENCE
1015	Ps	19:25	Ps	88:25	0.5556	period	79	OK
1016	Ps	19:27	Ps	19:27	0.2424	none	165	STRUCTURAL_GAP
1017	Ps	19:30	Ps	88:30	0.3478	period	84	MARGINAL
1018	Ps	19:32	Ps	88:32	0.2667	none	63	MARGINAL
1019	Ps	19:33	Ps	19:33	0.2353	none	67	STRUCTURAL_GAP
1020	Ps	19:34	Ps	88:34	0.2609	none	72	MARGINAL
1021	Ps	19:35	Ps	88:35	0.3913	none	103	OK
1022	Ps	19:36	Heb	3:11	0.2632	period	54	MARGINAL
1023	Ps	19:38	1Mc	8:21	0.3333	period	44	MARGINAL
1024	Ps	19:39	Ps	19:39	0.1579	period	175	LOW_CONFIDENCE
1025	Ps	19:13	Ps	19:13	0.1667	period	44	LOW_CONFIDENCE
1026	Ps	19:7	Ps	95:7	0.4118	period	87	OK
1027	Ps	19:8	Ps	19:8	0.1333	period	59	LOW_CONFIDENCE
1028	Ps	19:2	Ps	33:8	0.2857	annotation_marker	83	MARGINAL
1029	Ps	19:3	Ps	96:3	0.2632	none	67	MARGINAL
1030	Ps	19:4	Ps	96:4	0.3529	period	74	OK
1031	Ps	19:5	Jgs	5:5	0.2593	period	175	MARGINAL
1032	Ps	19:7	Ps	19:7	0.2143	period	46	LOW_CONFIDENCE
1033	Ps	19:12	1Chr	6:20	0.2500	period	22	MARGINAL
1034	Ps	19:3	Gn	46:23	0.2857	period	20	MARGINAL
1035	Ps	19:4	Ps	19:4	0.1333	period	37	LOW_CONFIDENCE
1036	Ps	19:5	Ps	97:5	0.4118	period	56	OK
1037	Ps	19:2	Ps	98:2	0.4286	period	53	OK
1038	Ps	19:3	Ps	98:3	0.4444	period	69	OK
1039	Ps	19:4	Ps	19:4	0.1429	annotation_marker	86	LOW_CONFIDENCE
1040	Ps	19:6	Ps	98:6	0.2500	annotation_marker	165	MARGINAL
1041	Ps	19:1	Ps	19:1	0.1667	period	76	LOW_CONFIDENCE
1042	Ps	19:3	Ps	99:3	0.3333	period	145	MARGINAL
1043	Ps	19:4	Ps	19:4	0.2400	period	86	LOW_CONFIDENCE
1044	Ps	19:5	Ps	19:5	0.2174	period	63	LOW_CONFIDENCE
1045	Ps	19:6	Ps	19:6	0.2353	period	72	LOW_CONFIDENCE
1046	Ps	19:7	Sir	34:11	0.2593	annotation_marker	95	MARGINAL
1047	Ps	19:8	Ps	19:8	0.2143	annotation_marker	136	LOW_CONFIDENCE
1048	Ps	19:4	Ps	19:4	0.1579	annotation_marker	180	LOW_CONFIDENCE
1049	Ps	19:6	Ps	19:6	0.1818	period	175	LOW_CONFIDENCE
1050	Ps	19:9	Ps	19:9	0.1000	period	33	LOW_CONFIDENCE
1051	Ps	19:12	Ps	101:5	0.3125	annotation_marker	30	MARGINAL
1052	Ps	19:13	Ps	101:13	0.4211	period	90	OK
1053	Ps	19:14	Ps	101:14	0.2703	period	211	MARGINAL
1054	Ps	19:15	Ps	101:15	0.2727	period	95	MARGINAL
1055	Ps	19:17	Ps	101:17	0.6111	none	69	OK
1056	Ps	19:18	Ps	101:18	0.3333	none	128	MARGINAL
1057	Ps	19:19	Ps	101:19	0.4062	period	162	OK
1058	Ps	19:21	Ps	101:22	0.3548	period	202	OK
1059	Ps	19:23	Ps	19:23	0.1333	period	38	LOW_CONFIDENCE
1060	Ps	19:26	Heb	1:10	0.6842	none	94	OK
1061	Ps	19:27	Ps	19:27	0.2000	period	18	LOW_CONFIDENCE
1062	Ps	19:39	Ps	19:39	0.2353	period	38	LOW_CONFIDENCE
1063	Ps	19:1	Ps	19:1	0.1250	annotation_marker	14	STRUCTURAL_GAP
1064	Ps	19:3	Ps	19:3	0.1818	annotation_marker	38	LOW_CONFIDENCE
1065	Ps	19:4	Ps	102:4	0.4444	annotation_marker	92	OK
1066	Ps	19:5	Ps	102:5	0.3182	period	87	MARGINAL
1067	Ps	19:7	Ps	19:7	0.2222	period	22	LOW_CONFIDENCE
1068	Ps	19:9	Ps	19:9	0.2333	period	128	LOW_CONFIDENCE
1069	Ps	19:16	Ps	102:16	0.5238	period	97	OK
1070	Ps	19:19	Ps	102:19	0.3810	period	88	OK
1071	Ps	19:21	Ps	102:21	0.2500	annotation_marker	105	MARGINAL
1072	Ps	19:8	Ps	19:8	0.1818	annotation_marker	28	LOW_CONFIDENCE
1073	Ps	19:5	Ps	19:5	0.1667	period	30	LOW_CONFIDENCE
1074	Ps	19:9	Ps	19:9	0.1667	period	272	LOW_CONFIDENCE
1075	Ps	19:1	Ps	139:7	0.3043	period	95	MARGINAL
1076	Ps	19:12	Nm	12:9	0.2727	period	43	MARGINAL
1077	Ps	19:4	Ps	19:4	0.1250	annotation_marker	14	STRUCTURAL_GAP
1078	Ps	19:5	Jer	13:15	0.2632	annotation_marker	67	MARGINAL
1079	Ps	19:6	Ex	15:3	0.2857	period	30	MARGINAL
1080	Ps	19:8	Ps	103:8	0.3182	period	100	MARGINAL
1081	Ps	19:4	Ps	103:9	0.2727	period	64	MARGINAL
1082	Ps	19:19	Ps	19:19	0.2368	period	164	LOW_CONFIDENCE
1083	Ps	19:23	Ps	103:24	0.2667	period	215	MARGINAL
1084	Ps	19:28	Ps	103:29	0.3514	none	212	OK
1085	Ps	19:39	Ps	103:30	0.7000	tilde	109	OK
1086	Ps	19:32	Ps	103:32	0.3500	none	93	OK
1087	Ps	19:33	Ps	145:2	0.3448	none	72	MARGINAL
1088	Ps	19:34	Ps	103:34	0.5263	period	69	OK
1089	Ps	19:135	Ps	103:35	0.3929	period	99	OK
1090	Ps	19:4	Gn	17:3	0.2857	annotation_marker	17	MARGINAL
1091	Ps	19:6	Ezr	2:54	0.2727	none	66	MARGINAL
1092	Ps	19:7	1Chr	16:14	0.2500	period	77	MARGINAL
1093	Ps	19:8	Ps	104:8	0.4348	annotation_marker	113	OK
1094	Ps	19:9	Ps	104:9	0.5833	period	55	OK
1095	Ps	19:10	1Chr	16:17	0.3333	period	87	MARGINAL
1096	Ps	19:13	1Chr	16:20	0.5000	none	78	OK
1097	Ps	19:14	Ps	19:14	0.2424	none	185	STRUCTURAL_GAP
1098	Ps	19:18	Ps	19:18	0.2105	period	90	LOW_CONFIDENCE
1099	Ps	19:22	Ps	104:22	0.6000	annotation_marker	83	OK
1100	Ps	19:25	Ps	19:25	0.1944	period	131	LOW_CONFIDENCE
1101	Ps	19:15	1Chr	16:22	0.3125	annotation_marker	69	MARGINAL
1102	Ps	19:23	Ps	19:23	0.2286	period	152	LOW_CONFIDENCE
1103	Ps	19:28	Mk	14:59	0.2500	annotation_marker	32	MARGINAL
1104	Ps	19:29	Jdt	9:8	0.2857	period	65	MARGINAL
1105	Ps	19:30	Ps	104:30	0.5385	period	45	OK
1106	Ps	19:31	Gn	33:6	0.2667	period	62	MARGINAL
1107	Ps	19:2	Ps	19:2	0.2353	period	58	LOW_CONFIDENCE
1108	Ps	19:34	Ps	104:34	0.3200	period	132	MARGINAL
1109	Ps	19:35	Ps	104:35	0.3684	none	88	OK
1110	Ps	19:36	Ps	19:36	0.2143	period	88	LOW_CONFIDENCE
1111	Ps	19:37	Ps	104:37	0.4167	period	97	OK
1112	Ps	19:38	Ps	104:39	0.3750	period	160	OK
1113	Ps	19:40	Ps	104:40	0.6875	none	85	OK
1114	Ps	19:41	Ps	104:41	0.3889	period	71	OK
1115	Ps	19:45	Ps	104:45	0.5385	period	65	OK
1116	Ps	19:2	Nm	6:8	0.3333	annotation_marker	78	MARGINAL
1117	Ps	19:3	Wis	2:25	0.2500	annotation_marker	40	MARGINAL
1118	Ps	19:4	Ps	105:4	0.2778	period	63	MARGINAL
1119	Ps	19:5	Ps	105:5	0.3226	period	123	MARGINAL
1120	Ps	19:6	Jdt	7:19	0.6000	annotation_marker	33	OK
1121	Ps	19:7	Sir	7:9	0.2500	period	55	MARGINAL
1122	Ps	19:13	Ps	105:13	0.2500	period	173	MARGINAL
1123	Ps	19:14	Ps	105:14	0.3684	period	93	OK
1124	Ps	19:17	Ps	105:17	0.3750	none	162	OK
1125	Ps	19:19	Ps	19:19	0.1667	period	72	LOW_CONFIDENCE
1126	Ps	19:20	Ps	105:20	0.4444	annotation_marker	71	OK
1127	Ps	19:23	Ps	105:23	0.4688	period	140	OK
1128	Ps	19:25	Ps	105:25	0.4091	period	110	OK
1129	Ps	19:42	Ps	105:42	0.3333	annotation_marker	100	MARGINAL
1130	Ps	19:31	Ps	105:31	0.3889	none	85	OK
1131	Ps	19:32	Ps	105:32	0.3889	annotation_marker	57	OK
1132	Ps	19:35	Ps	105:35	0.3810	none	139	OK
1133	Ps	19:37	Ps	105:37	0.5455	annotation_marker	71	OK
1134	Ps	19:4	Ps	19:4	0.1818	none	132	STRUCTURAL_GAP
1135	Ps	19:40	Ps	105:41	0.3226	period	175	MARGINAL
1136	Ps	19:45	Ps	105:45	0.6471	period	96	OK
1137	Ps	19:46	Ps	105:46	0.4500	period	69	OK
1138	Ps	19:47	Ps	105:47	0.3542	period	258	OK
1139	Ps	19:10	Ps	19:10	0.2069	period	126	LOW_CONFIDENCE
1140	Ps	19:2	Ps	106:2	0.3846	annotation_marker	111	OK
1141	Ps	19:3	Ps	106:3	0.3571	period	72	OK
1142	Ps	19:4	Ps	106:4	0.7000	period	98	OK
1143	Ps	19:10	Ps	19:10	0.2121	annotation_marker	180	LOW_CONFIDENCE
1144	Ps	19:20	Ps	19:20	0.1875	period	507	LOW_CONFIDENCE
1145	Ps	19:32	Ps	106:32	0.5556	none	105	OK
1146	Ps	19:33	Ps	19:33	0.1957	period	294	LOW_CONFIDENCE
1147	Ps	19:34	Ps	106:34	0.3000	annotation_marker	73	MARGINAL
1148	Ps	19:35	1Kgs	9:18	0.2857	none	61	MARGINAL
1149	Ps	19:36	Dn	14:30	0.3000	none	72	MARGINAL
1150	Ps	19:37	Ps	106:37	0.6364	annotation_marker	64	OK
1151	Ps	19:38	Ps	106:38	0.5294	period	92	OK
1152	Ps	19:39	Sir	33:8	0.3182	period	87	MARGINAL
1153	Ps	19:43	Ps	106:43	0.2903	period	145	MARGINAL
1154	Ps	19:3	Ps	56:9	0.2500	period	59	MARGINAL
1155	Ps	19:4	Ps	100:1	0.3684	period	66	OK
1156	Ps	19:9	Ps	107:9	0.4545	period	129	OK
1157	Ps	19:13	Ps	19:13	0.2200	none	228	STRUCTURAL_GAP
1158	Ps	19:5	Ps	56:11	0.2857	none	131	MARGINAL
1159	Ps	19:11	Ps	19:11	0.2353	period	142	LOW_CONFIDENCE
1160	Ps	19:14	Ps	107:14	0.4211	period	65	OK
1161	Ps	19:2	Ps	108:2	0.3448	annotation_marker	115	MARGINAL
1162	Ps	19:3	Ps	108:3	0.5263	period	82	OK
1163	Ps	19:6	Ps	108:6	0.2500	period	65	MARGINAL
1164	Ps	19:7	Ps	108:7	0.2500	period	86	MARGINAL
1165	Ps	19:9	Ps	108:9	0.4167	period	50	OK
1166	Ps	19:17	2Mc	14:24	0.2727	period	80	MARGINAL
1167	Ps	19:31	Ps	108:31	0.2857	period	128	MARGINAL
1168	Ps	19:3	Jn	1:2	0.3750	annotation_marker	24	OK
1169	Ps	19:5	Ps	109:5	0.2692	period	127	MARGINAL
1170	Ps	19:7	Ps	109:7	0.3333	annotation_marker	41	MARGINAL
1171	Ps	19:2	Ps	19:2	0.1429	annotation_marker	14	STRUCTURAL_GAP
1172	Ps	19:4	Ps	110:4	0.2500	period	63	MARGINAL
1173	Ps	19:8	Ps	19:8	0.1786	period	124	LOW_CONFIDENCE
1174	Ps	19:9	Ps	110:9	0.2903	period	169	MARGINAL
1175	Ps	19:1	Ps	111:1	0.2941	annotation_marker	48	MARGINAL
1176	Ps	19:2	Ps	111:2	0.3158	annotation_marker	86	MARGINAL
1177	Ps	19:3	Ps	19:3	0.2188	period	111	LOW_CONFIDENCE
1178	Ps	19:4	Ps	111:4	0.3684	period	65	OK
1179	Ps	19:5	Ps	102:16	0.2692	period	79	MARGINAL
1180	Ps	19:7	Ps	19:7	0.2000	none	80	STRUCTURAL_GAP
1181	Ps	19:8	1Chr	16:14	0.2941	none	62	MARGINAL
1182	Ps	19:9	Ps	19:9	0.2143	annotation_marker	129	LOW_CONFIDENCE
1183	Ps	19:2	Ps	112:2	0.4118	none	65	OK
1184	Ps	19:3	Ps	112:3	0.3333	none	67	MARGINAL
1185	Ps	19:4	Ps	112:4	0.5333	none	69	OK
1186	Ps	19:5	Ps	112:5	0.6250	annotation_marker	81	OK
1187	Ps	19:7	Ps	112:8	0.3478	period	145	MARGINAL
1188	Ps	19:2	Ps	113:2	0.2727	annotation_marker	57	MARGINAL
1189	Ps	19:4	Dt	14:14	0.2500	period	76	MARGINAL
1190	Ps	19:6	Ps	19:6	0.2273	period	72	LOW_CONFIDENCE
1191	Ps	19:8	Ps	113:8	0.2500	period	77	MARGINAL
1192	Ps	19:11	Ps	113:11	0.5882	none	70	OK
1193	Ps	19:12	Ps	113:12	0.4667	none	76	OK
1194	Ps	19:13	Ps	113:13	0.4545	period	57	OK
1195	Ps	19:18	Ps	113:18	0.4800	none	179	OK
1196	Ps	19:20	Ps	113:20	0.4667	period	54	OK
1197	Ps	19:23	1Cor	16:23	0.3846	period	39	OK
1198	Ps	19:25	Ps	19:25	0.2353	annotation_marker	49	LOW_CONFIDENCE
1199	Ps	19:13	Ps	19:13	0.2308	period	148	LOW_CONFIDENCE
1200	Ps	19:6	Ps	19:6	0.2368	period	151	LOW_CONFIDENCE
1201	Ps	19:8	Ps	114:8	0.2500	period	93	MARGINAL
1202	Ps	19:2	Ps	115:2	0.2857	annotation_marker	39	MARGINAL
1203	Ps	19:3	Ps	19:3	0.1964	none	244	STRUCTURAL_GAP
1204	Ps	19:4	Ps	115:4	0.3571	annotation_marker	39	OK
1205	Ps	19:5	Ps	115:5	0.3750	none	54	OK
1206	Ps	19:6	Ps	115:6	0.2500	none	233	MARGINAL
1207	Ps	19:7	Ps	118:60	0.3077	annotation_marker	38	MARGINAL
1208	Ps	19:2	Ps	116:2	0.4000	annotation_marker	39	OK
1209	Ps	19:5	Ps	117:5	0.3125	period	67	MARGINAL
1210	Ps	19:6	Ps	117:6	0.5789	period	63	OK
1211	Ps	19:10	Ps	117:10	0.3636	annotation_marker	62	OK
1212	Ps	19:12	Ps	117:12	0.3333	period	99	MARGINAL
1213	Ps	19:13	Ps	118:52	0.2857	annotation_marker	36	MARGINAL
1214	Ps	19:19	Ps	117:19	0.3478	annotation_marker	73	MARGINAL
1215	Ps	19:21	Ps	117:21	0.2500	period	80	MARGINAL
1216	Ps	19:22	Mk	12:10	0.2821	period	250	MARGINAL
1217	Ps	19:25	Ps	117:25	0.2778	period	93	MARGINAL
1218	Ps	19:26	1Cor	16:23	0.3125	period	49	MARGINAL
1219	Ps	19:28	Ps	117:28	0.4400	period	166	OK
1220	Ps	19:3	Ps	118:3	0.4000	period	63	OK
1221	Ps	19:4	Ps	19:4	0.2174	period	241	LOW_CONFIDENCE
1222	Ps	19:5	Ps	118:5	0.3571	annotation_marker	54	OK
1223	Ps	19:6	Sir	7:9	0.2667	period	72	MARGINAL
1224	Ps	19:8	Ps	19:8	0.1111	annotation_marker	30	LOW_CONFIDENCE
1225	Ps	19:10	Ps	118:10	0.4118	annotation_marker	43	OK
1226	Ps	19:11	Ps	118:11	0.5000	annotation_marker	62	OK
1227	Ps	19:12	Ps	19:12	0.2222	annotation_marker	24	LOW_CONFIDENCE
1228	Ps	19:13	Ps	19:13	0.2258	period	136	LOW_CONFIDENCE
1229	Ps	19:14	Ps	118:14	0.3333	none	121	MARGINAL
1230	Ps	19:15	Ps	76:13	0.2778	period	70	MARGINAL
1231	Ps	19:17	Ps	19:17	0.1538	annotation_marker	115	LOW_CONFIDENCE
1232	Ps	19:18	Ps	19:18	0.1111	annotation_marker	18	LOW_CONFIDENCE
1233	Ps	19:23	Ps	118:23	0.3333	annotation_marker	97	MARGINAL
1234	Ps	19:24	Ps	118:24	0.5000	annotation_marker	39	OK
1235	Ps	19:25	Ps	19:25	0.1111	annotation_marker	30	LOW_CONFIDENCE
1236	Ps	19:27	Ps	118:27	0.3913	period	93	OK
1237	Ps	19:29	Ps	118:29	0.3182	period	101	MARGINAL
1238	Ps	19:30	Ps	118:30	0.4118	period	72	OK
1239	Ps	19:31	1Cor	10:23	0.2727	period	20	MARGINAL
1240	Ps	19:34	Ps	118:34	0.4737	period	67	OK
1241	Ps	19:35	Ps	118:35	0.3125	annotation_marker	45	MARGINAL
1242	Ps	19:36	Ps	118:36	0.3333	annotation_marker	62	MARGINAL
1243	Ps	19:37	Ps	19:37	0.1887	period	227	LOW_CONFIDENCE
1244	Ps	19:38	Ps	19:38	0.2143	none	140	STRUCTURAL_GAP
1245	Ps	19:39	Ps	19:39	0.2143	annotation_marker	41	LOW_CONFIDENCE
1246	Ps	19:47	Ps	118:38	0.3000	annotation_marker	40	MARGINAL
1247	Ps	19:42	Ps	19:42	0.1875	annotation_marker	44	LOW_CONFIDENCE
1248	Ps	19:43	Ps	118:43	0.3929	annotation_marker	105	OK
1249	Ps	19:46	Ps	118:46	0.2759	period	187	MARGINAL
1250	Ps	19:47	Ps	19:47	0.2174	period	175	LOW_CONFIDENCE
1251	Ps	19:48	Ps	118:48	0.5882	annotation_marker	65	OK
1252	Ps	19:50	Ps	19:50	0.2000	period	87	LOW_CONFIDENCE
1253	Ps	19:52	Ps	88:52	0.2778	annotation_marker	68	MARGINAL
1254	Ps	19:56	Ps	19:56	0.2353	period	64	LOW_CONFIDENCE
1255	Ps	19:53	Ps	19:53	0.1667	annotation_marker	61	LOW_CONFIDENCE
1256	Ps	19:54	Ps	118:54	0.5000	annotation_marker	71	OK
1257	Ps	19:57	Ps	118:57	0.5385	period	40	OK
1258	Ps	19:58	Ps	118:58	0.2632	annotation_marker	190	MARGINAL
1259	Ps	19:63	Ps	19:63	0.1429	period	17	LOW_CONFIDENCE
1260	Ps	19:67	Ps	118:67	0.4000	annotation_marker	23	OK
1261	Ps	19:68	Ps	19:68	0.1944	period	173	LOW_CONFIDENCE
1262	Ps	19:2	Ps	118:72	0.2778	period	49	MARGINAL
1263	Ps	19:95	Ps	118:75	0.5500	period	86	OK
1264	Ps	19:76	Ps	118:76	0.3684	period	87	OK
1265	Ps	19:77	Ps	19:77	0.0000	period	19	STRUCTURAL_GAP
1266	Ps	19:78	Ps	118:78	0.4074	period	121	OK
1267	Ps	19:79	Jb	38:21	0.2500	annotation_marker	75	MARGINAL
1268	Ps	19:80	Ps	118:80	0.3333	period	84	MARGINAL
1269	Ps	19:81	Ps	19:81	0.1875	period	182	LOW_CONFIDENCE
1270	Ps	19:83	Ps	19:83	0.2222	annotation_marker	72	LOW_CONFIDENCE
1271	Ps	19:84	Ps	19:84	0.1905	period	287	LOW_CONFIDENCE
1272	Ps	19:86	Ps	19:86	0.2000	annotation_marker	87	LOW_CONFIDENCE
