BookAbbrev	Chapter	Verse	VerseText_1609
Is	109	3	A people Se thar prouoke me to anger betore my face alwayes: ‘tharimmoiate in gardens, and facrifice vpon bricks.
Is	109	4	That dwel in {e- pulchers , and fleepe in temples of idols ; that eate {wines flesh , and pro- rane potage in their veflels.
Is	109	5	Thacfay : Deparc from mie, approch not come, becaufethou art vncleane: thele fhal-be fmoke in my turie, a fyre burning al the day,
Is	109	6	Behold iris written berore me : I wil not hold my peace , but wil render and repay into their bofome
Is	109	7	your iniquities, and the iniquities of your fatherstogether, faych our Lord, thar haue fa~ crificed vpon. the mountaines,and vpé the litie hilles hane reproched me, & Twilremeafure their firft worke in their bolome,
Is	109	8	Thus faith our Lord: As if a berriebe found ina cluiter, and it be faid: Dettroy. ir not, becaufe itis a bleffing : fo wil 1 doc for my feruants fake , that I deftroy not the whole.g, And I wil bring torth {cede out of Lacob, & out of luda a pofleffour of my mountaines :& mine elect {hal inherite ix, and my fer- uants thal inhabite there,yo, And the champaine countries fal be into foidsof flocks , and the.walley of Achor forthe couche of hearés, ynto my people that hauefoughtafter me, m
Is	109	1	And you, thar haue torfaken the Lord,that haueforgorren my holie mount, that iet a table to Fortune, and efter jibaments vpon it, 12, 1 wilnumber you inthe {word , and you {hal altal by flaighter: becaufel called , and you hauenos aufwered :1 fpake,and you haue net heard, and you did euil in mine ejes : and you fayth our Lord God : Behold my feruants flia] eare, and y ou {hal be hun- gtie: bchold my feruants fial drinke,and you fhal be thiritie, 14.Behold thal prayle for ioytulnes.of hart ; and you fhal crie for forow of hart,and lor contrition of ipirit you Lhalhowle.
Is	109	15	And you thal leaue your name (e) for an * othe to mine elect : and che Lord God fal kil thee , and wil cal his feruants by (f)an other name.
Is	109	16	La which he that is blefled ypon Chriftians. the earth, thal be bleffedjin God, Amen :.& he-that {weareth in the earth, thal (c) haue chofenthe things , thar 1 would nor. 13, (4) For this caufe thus. my feruants ihal reioyce,and you thal be confounded: beliold my feruazs: Ro. 10, Prou, + ere, 74 Oth of ie xecra~ sion,
Jer	1	1	Teremie Prophecied in the times of Tofias, Toakim. and Sedecias Kings of Inda: 5 -being fanttified in bis mothers wombe, ts fent in kistender age to. Prophecte
Jer	1	11	the defrudhion of serufalem,i
Jer	1	7	Ged fining him courage againft bis perfe- cutours. He words of ferentie the fonne of * Helctas,of the Priefts chat were in Anathoth , in the land of Beniamin,
Jer	1	2	The word of our Lord which was made to him in thedaies of lofiasthe fonne of Amon King of Iuda , in the thirteenth yeare of his Kingdome.3.And the word was made inthe daies orloakim the fonne of loiias King of luda, vnto’ of Luda, (4) euen voto the tran{migration of lerufalem , inthe fife month,
Jer	1	4	And the word of our Lord was madetome, faying :
Jer	1	5	Be- thou cameft forth of the matrice , I fanctified thee, and aProphet in the not : Lam achilde: for to al things, to which Efhalfend thee , thou in thy mouth:
Jer	1	10	Behold I haue appointedthee this day ouer (c) the Ly Te * or a vod, wutsic, Gentils, and ouer Kingdoms , that thou maift pluck vp , and deftroy, and walite, and diflipate , and build, and plant.
Jer	1	11	And the word of our Lord was made to me , faying : What feeft thou leremie?And J faid: ‘fee arod* watching.12.And our Lord faydto me: Wel haft thou {een; becaufe1(d)wil watch vponiny word to docit.13.And the word of our the end of the eeuenth yeare of Sedecias tlre fonne of Iofias King nishment (ch, fore 1 formed thee in the wombe, I knew thee s and (4) . before {cial prerogacé Gentils I gaue thee.
Jer	1	6	And1 fayd: Aaa,o LordGod : Behold 1 can &ifed in his not {peake,becanfe I ama childe.
Jer	1	7	And our Lord faid vnto me: Say shalt goe + and al things’ wharfoeuer I shal command ‘thee , thou petual” virgin shalt {peake.8.Benot afraide of their tace:becaufe 1 an with thee,to de-/& Martyr, liver chee,faith our Lord,g.And our Lord pur forth his brand; and ton- es re Prophe- ched my. mouth : & our Lord fayd to me:Behold 1 haue giuen my words on __.. the vo.tranf- ~ Ter 2 Lord, The &rft part. Gods clemen- ci€ inuiresh to repentance, & his iuftiee pu- oisheth obfti- nate finners, (2)He Prophe- cied alfo in ba-! 44Jin Aegypt. (6) leremie had flue fpe- ues:He was s3- mothers wbes aPrictsa Prophetsa perel of theTewes but alfo of the Genils, \(d)God is watchful ro’ performe his Word:and nwz- sie red (as lare)that is, ais Law is our- wardlie hard 4a nut shel, bur fweere & plea. fant ,as the kernel when dche shel is bro- ken. S.Theo doret. (e)Gad promi- fad not peace in his life, put vidtorie in; his death. linered them from ferui- tude. (b) Not of anie, defert,but-of Gods mere grace Ifracl was preferred before orher nations, (c) Tuto a fruit- ful land. -faid:I {ee a pot boyling hote , andthe face thereof from rhe face of the aad bitter,like, val the. wickednes -of them thar haue forfaken me, and-haue offeredro therfore girde thy loynes,& rifeand {peake tothem al things that I com- -mand thee, Benot afrayd of theirface: for] wil make thce not to feare Kings of luda,to the Princes thereof, & tothe Prielts,and to the people (4)God multi_! plted Israel ia . ¢@ Aegypt ,&de-, ‘haueyour fathers found in me, thatrhey haue made themfelues far tram 534 THE PROPHECIE Lord was made to me the fecond time , faying:What feeftthou? And] North,14.And our Lord fayd vnto me: From the Nort thal cuil be ape- ned vpon al the inhabitants of the land.1g Becaule loe I wil cal rogether al he kinreds of the kingdoms of the North , faith our Lord:and they fhal came, and shal fer euetigone histhrone in che entfing of the gates of lerufalém,and-vpon althe walles therof round about,and ¥pon ai the cities of Iuda,
Jer	1	16	And, I wal fpeake my iudgements with them, rouching ftrange Godg,and haue adored the worke of their owne hands.17.Thou their countenance,
Jer	1	18	For I haue giuen thee this day robe as a fenced citie,and as an yron pillar , and as a brafen.wal ouer ai theland of the of the land,rg,Arid they thal fight again: thee , and,fhal(e)not preuaile: becaufe lam with thee, faich our Lord,to deliuer thee. CHar. Al. God expoftulateth with the Tewes,
Jer	1	6	that they regard not his great benefites. 8. Some Priefts,and ( pretended) Prophets feruing falfe God ,
Jer	1	23	and defiying their fauls , 25.are obftinate in idolatrie:
Jer	1	36	for which shey shal be confeun ded. N ptheword ofour Lord was madeto me, faying: 2. Goc, and cri¢ intheeares of lerufalem , faying : Thus & faith our Lord:] haueremembred thee , pitymg («) thy S youth, andthe charitie of thy defpoufing , when thou dideft folow me inthe defert, in a land that is not fowé, EN SRSESS
Jer	1	3	Ifrael (b) is holie to our Lord , the firft fruits of bis fruits:al they thar doe devour it doe.finne +: euilshal come vpon them, faich our Lord.4.Heare yethe word of our Lord,o houfe of Iaccb, and al ye kinreds of the houfe of Ifrael:g. thus faith our Lord: What iniquitie me,and hane walked afrer vanitie, and are become vaine?
Jer	1	6	And they haue not faid: Whereis our Lord, that made vs come vpout of the land of Aegypr,that led vs through the defert,through aland inhabirable and without way,through a land of thirit, & the image of deach, through a land,wherein no man walked,nor anie man dwelt’7.And I brought you into the land of (¢} Carmel,that you might eate the fruit thereof,and the Miche, Uh beit things therof: and being entredin, you haue contaminated my 13d, & made mine inhegitance an abomination,
Jer	1	8	The Priefts haue not faid: a J Where I fa.5. Mat. zIUe Fere.32 +35. ere.r1, LO eae pn: ~ . aoe 13. . affliction : for according to the numer of thy cities were thy Gods,o \ OF TEREMTE. so Where isour Lord? andrheythat held the Jaw knew menor: andthe +) Paftours haue tran’grefled again{t me,and the Prophets haue prophecied 7 in Baal,and haue folowed idols,
Jer	1	9	Therefore will yer contend in indge- ment with you,faith our Lord, and wil plead with your children, 19, Paffe yero the iles of Cethim, and fee: and fend into Cedar, and confider earneftly,& fee ifthere hach the like thing been done, 11.1f 4 nation hath changed their Gods , & furely they are not Gods : bur my people hath changed their glorie into an idol,
Jer	1	12	Be afioni ihed, o heauens,vpon this, \(¢)God com- ando garesthereof be yedefolare exceedingly,faith our Lord.
Jer	1	13	For(d) franding two two euils hath my people done, Me they have forfaken the founraine of = to Aye! T lining warer,& haue digged to themfelues cefterns:broken cefternsshat yom quit Eee are not able to hold waters,
Jer	1	14	Why, isI{rael a bondmi,or a feruant borne lewe: inthe houfe? why then. ishe become a pray?
Jer	1	15	Thelions hane roared riwife leGod! vpon him,& haue giuen their voice,they haut made his lad a wildernes: (and ferued his cities are buznt vp,& there is none to dwel inthem,
Jer	1	16	The.children idols, alfo of Memphis and Taphnes haue defloured thee, euen to che.crowne of the head.
Jer	1	17	is not this done to thee, becaufezhou didefi forfakethe Lord thy God at that time, when he jed thee by the way 2.
Jer	1	18	And new whar wilt thou in the way of Aegypr, to drinke rhe troubled warer? And whar haft thouto doe with the way of the Affyrians ,to dtinke the waters of theriuer: 19 .Thy malice fhal reproue thee ., and thine apoftacie shal re- bukethee, Know thou,& fee thatatis-an-enil & a bitter thing for thee, to haue left theLord thy God,& tharsny feare is not withthee,faith ourLord the God of hofts.20,.Fré the beginning thou haft broken my yoke, chou hatt burft my bonds, '& thou faidft : i wil not ferue, For on eucrie litle high hil,& vnder everi¢e greene thicke tree thou waft laied downe as an hariot.z
Jer	1	1	Bur I plited chee an elec vineyard,{e)al true feede:how-then art thouturnedwnto me intothar which is depraued,o {trange vineyard?2 2, \(e) God creas If thou thalt wash thyfelfwich nitre , and multipiie to thyfelf the herbe ‘ted al things borith,thou art {ported in thine iniquitie before me, faith our Lord God, ae 5 Planted :23.How fayft chou: 1am not poliured, I haucnot walked after Baalim: fin icnine , fee thy wayes in the valley , know what thou haft-done : a {wiftcoutfer ignéitie.& no! thar ridech his wayes, 24.The wild Afie accuftomed to ‘the wildernes leui: proceeded inthe defire of his (oule, hath drawen the windc of his loue.: none iba} ‘from him turne her away. : al that fecke her shal not faile:in her monthlic flowres they shal finde her,
Jer	1	25	Stay thy foote from nakednes, and thy throar j from thirit, Aad thou faideft: Lhaue defpayred,no, I wil not doe it : for 1. haueloued {trangers,and L wil walke after them,
Jer	1	26	As the theete is con- founded when he is taken, fo is the houfe of Hrael confounded,they and their Kings, the Princes and Priefis, and their Prophets,
Jer	1	27	faying to wood; Thou art my father:and to {tone : Thou hati, begotten me: they haue rurned the backe to me,& not.the face:and in che time of their af fij- ion they wil fay: Arife, and deliuer vs,
Jer	1	28	Where are the Gods, whora thou haft made to thee? lerthem arife and deliuer thee in the rrme of thine luda. 29. ewes contra ~ j 536 THE PROPHECIE ‘luda, 2.9.What wil you contend with me in iudgementr? you haue al for- £) Gods inten- faken me, faith our Lord.30.(f)In vaine hauet ftruckéy our children,they tion when he haue nor receiued difcipline > yaur {word hath-deuoured your Prophers, punisheth,is asa-wafting lion isyour generation:
Jer	1	31	See yee the word ofour Lord: tomoue fin’ why,am I become a wikdernesto Itael,or a lareward {pringing land? why Manet af then hath my people faid : We haue reuolted , wew:l no more come 10 Ging themin thee?
Jer	1	32	Wil a Virgin forget her ornament, or a bride the ftomacher of Ithis life, that her breft? but my people hathforgotren me innumerable daies,
Jer	1	33	Why they maye~ { doft thorendeauour to shew thy way good to iecke loue , which more- fcapeeternal ouer alfo haft taught thy malicesto-be thy wayes.
Jer	1	34	And inthy wings Mamnatton. +; found the bloud ofthe {oulsof the poore and innocents? Not in diches haue I foundthem , but inal places , which before 1 haue mentioned..35. And thow haft (aid: am without finne and innocent : and therfore let thy furie be turned away from me.Behold , I-wil centend with thce in iudge- ment ,becaufethou haft faid rl haue not firined,
Jer	1	36	How vile arcthou become exceedingly, iterating thy -wayes!.and thou shalt be confounded of Acgypt, asthou art confounded ot Affur,
Jer	1	37	For ftom hence alfe. thou ihalt goe, 8 thy hands.hal be vpon thy head: becaufe the Lord hath deftroyed thy confidence,and thou thalt haue nothing profperoustherein.. Cuar. TIL Fdolaters ( and other finners) aremuited to repent , with promife of remiffion : 6. but neither the kingdome of Ifrael ner Iuda wil returne.
Jer	1	14	God fil calling, fome Lewes,and manie Gentils cometo Chrift. Tis commonly faid :Ifa man put away his wife, and she departing from him marie an other man, wil he recurne to her anie more? fhal not that wo- ied Manbe polluted and contaminated? (4) butthou S, haft committed fornication with manie louers; né- YP uerthelesreturne-ynto me,faith our Lord,and1 wil Me eat God peo receiue thee.
Jer	1	2	itt vp thine cies direct, and fee re ‘I remitte it e wherethou ha{i notbeen poliuted : thou dideft fit 4if the Ginner ‘tin the waies,expecting themasarobber inthe wildernes: and thou haft fee penitent. } polluted che land in thy tornications , and in thy malices,
Jer	1	3	For which thing the drops of rayne were kept back sand there was no lateward shower ; thou haddeft an harlots forehead ,rhou weuldeft nor bluth. 4, Therefore ac thelealt fré henceforth cal me: Thou art my father,the guide of my virginitie., Why, wiltthou be angrie for euer, or wilt thou perfe-. uer vnto the end? Loe, thou halt fpoken, and haft done euils , and haft preuailed.
Jer	1	6	And our Lord faid to mein the daies of iofiasthe King: Haft thou {een what thingsthe reuolrer($)Ifracl hath done?the hath gone of her felf vypon euerie high mountaine , and vnder euerie thick greene j(2) "No idola- itrie nor other]. {finne whatfo- euer canbe fo. + (b) The tea: uribes. tree,, this day: and we haue not heard thevoice of the Lord our God, OF TEREMYE, 537 tree and hath fornicated there.
Jer	1	7	And I faid,when fhe had done al thefe IC) The two things:Returne to me,& fhe returned not.And(c)luda her tranfgrefling *ttes. filter aw,
Jer	1	8	becaufethe rebel Itael had plated the harlot, 1 had put her . away, and giuen her a bil of diuorce : and luda her tranfgreffing tifter was nor afrayd, but went and plaid the harlot alfo her felf:
Jer	1	9	And with the facilitie of her fornication she contaminated theland, plaid the bar- lor with ftone & ,wood,
Jer	1	10	And in al thefe things luda her tranfgreffing filter hath nor returned to me in her whole hart, but in falfehood, faith our Lord.1x,And our Lord faidto me: The rebellious Ifracl hath iuitified her {(¢) The king- foule, (d}in compariion of che trantgreffour Luda, r2.Goe,andctie thefe [dom of Inda 2 wordes againft the North, and. thou shalt fay: Reeurne ,o rebellious bemeene me Iftael, faith our Lord , andI wil noc turne away my ‘face from you: be= lore faultie caufe 1 am holie,faith our Lord, and I wil not be anprie for euer.
Jer	1	13	But {then the king- yet Know thoy thine iniquitie , thar thou hafttran(greffed againit the dome of ifrael, Lord thy Ged:and thou hait difperfed thy waiesto ftrangers vnder enerie ue neither of thick greenetree, and haft not heard my-voice, faith our Lord.
Jer	1	14	Re- ‘ble excufa- turne,o ye revolting children,faith our Lord : becaufe I am your husbac: and Iwiltake you onc ofa citic , and two of a kinred , and wil bring you into Sion, 15.And I wil give you Faftours according to my hart,and they thal feede you with knowledge and dodrrine.
Jer	1	16	And when youfhal be multiplied and increafe in the land in thofe daies , {aich our Lord,the thal fay no more : The Arke of the Teftarnent of our Lord:neither {ial it afcéd vpé their hart,neither fhal they be mindeful thercot, neither thal ic be vifired neither thal thet be done anie more.17.1n that timelerufaié tha) becalled the throne of our Lord:8& (¢}al Gétils flzal be gathered together (e)Aferthe to it,in the name of our Lord into lerufaiem,& they shal not walke after captiuitie the peruerfitie of their molt wicked hart,
Jer	1	18	In thofe daies the houfe of manic Iewes Iuda shal poe to the houfe of Ifrael,& (f) they shal.come together fr6 the mune to Jand ofthe North to the land which! gauc to your fathers. 19,But 1 faid; Cry nee How shall make thee as children, and giue thee aland worthje ro be de- prophecic is - fired,the goodlieinherirance of the hofis of the Gentils? And I faid: Thou fulflied in the! shalt cal me father,& shalt not ceafe to walke after me,20.But asifawo- Gentils fince nan should conremne her louer,fo hath the houfe of I{racl coméned me, Chrift : faith ourLord.21.A voice was heard in the waies,weeping & howling of pa of eg, the childré of Iftael:becaufe they hauc made their way vniuit,they have being in capri forgotten our Lord their God, 22.Returne ye reuolting children, & I wil -witie long be- heaie your revoltings, Behold we come to thee:for thou art the Lord our fore tuda,at ; God.
Jer	1	23	In verie deed the litle hils were lyers, and the multitude of the fat ther were, mounrtaines ; verily inthe Lord our God isthe faluation of Ifrael,
Jer	1	24	ecther Stee Confufid hath earenthe labour of our fathers fré our youth, their focks, dore:is bans ie- and theirheards , their fonnes, and their daughters
Jer	1	25	Weshalfleepe sm. in our contufion, and our igneminic fhal couer vs, because we haue fin- ned to the Lord our God, we and our fathers {rom our youth euen to Cuar., (a) An othis an aéof reli- ieion,& lawful, Ho it be made aby God Al- phiphtie.not by Halle Gods,and ‘fwith ocher. three condi- tions: in synch; nor falfly : in indgement, with due confider a- and in tufice,in matters that is iuftjand of amportance. nla wing 1A tidesot rashlv-t 516 THE PROPHECIE }. : Crap LIE An admonition te fincere repentance,and circumcifion of she bart:
Jer	1	5	with threats of griewous punts iment te thofe,ehat per ft in finne.t9 «whith the Prophes fore— feesng Lemenseth the “vaPation of the land”:
Jer	1	27	yetmixt with confolation, thas st-shad not-be yrerly ruined. F thou wilt rerurne,o Ifrael faith our Lord,rernrne to mezifthou wilt take away thy {tumbling blocks trom my face , thou fhalt not bemoued.
Jer	1	2	And thou fialt fweare:(4) Our Lord liveth, intruth, & S» iniudgememt ,.and iniuftice ; and the Gentils {nal WP blefle him,& fhal praife him, 3..For thus faith. our > Lordto theinan of luda, andto Jerusalem: Make ™* vnto you new fallow ground , & few not vpon thornes : 4z.-be citcumcifed to our Lord , and take away the prepuces of your harts,ye men of luda,.and inhabitants of Jerufalem : Je ft perhaps mine indignation goe forth as-fire,and be kindled , & there be none that can quench it: becaufe of he malice of your cogitations.,. Declare ye in Yuda,and make it heard in Jerufalem : fpeake, and found with the trum- pet in theland:crie ftrongly,and fay: Affemble your felues, & let vs enter into thetenced cities,
Jer	1	6	lift vpthe figne in Sion, Take courage, ftad net, becaufe.I-doe bring euil fromthe North,& great deftruction.
Jer	1	7	Thelyon is come vp out of-his denne, andthe robber of the Gentils hath lifted vp himfelfe : he is come forth out of his place, thar he may makethy land asa wildernes: thy cities shal be walted, remayning without an inhabi- ter.
Jer	1	8	For this gird your felues with clothes of haire, mouine and howle: becaufe the wrath-of the furie of. our Lord is not turned away from vs. g. Andit fhal bein thar day., faith our Lord. The hart of the King shal perish, & the hart ofthe Princes : and the Priefts shal be aftonished, and the Prophets.shal be amazed.
Jer	1	10	And I faid: Alas,alas,alas, o Lord God,. haft chou then deceiued this. people & Ierufalem, {aying: You shal haue peace: and behold the fword hath.come evento the foule?11.At thattime it shal be faid to this people, & to lerulalem:A burning wind inthe waies, thar are in the deferr of the way ofthe daughter at my people , not to fanne and to purge;
Jer	1	12	A fulfpirit from chefe fhal come to me : andnow I wil fpeake my iudgemene with them,
Jer	1	13	Behold he thai come in a cloude, and his chariots as.atépeft:his horfes are {wifter then eagies:woe vnto vs,becaufe we are.deftroyed 14,Washthy hart from malice ,o Teru- falé,thar thou mailt be faucd:how long shal hurtful cogitations abide in thee?
Jer	1	15	For a voice of one declaring tram Dan, and notifying the idol thar ‘Ovee.t0. trom mount Ephraim.16.Say yeto the Gé&ils: loeit is heard inJerufalem, - i Sap. 1, OF IEREMIE, 539 that chere come keepers from a farre counttie , and found their yoice vpon the cities of luda,
Jer	1	17	Tney are fec vpon her round about, asthe keepers of fields : becaufe the hatli prouoked me to wrath, faith our Lord. thee: chisthy malice, becaule itis bicrer, becanfe ir hath touched thy hart.
Jer	1	19	My bellie, my belly aketh, the fenfes of my hart are trou. bledin me , I wilnot hold my peace , becaufe my foule hath heard the voice ofthe trumpet, the crie of battel,
Jer	1	20	Deftruction is called vpon delteuGion, and al the earth is walted : my tentes are wafted quickly, fodainly my skinnes,
Jer	1	21	How long fhal I fee one that flyeth away, thal T heare the voice of the trumpet ?
Jer	1	22	Becaufe my foolith people haue: not knowen me: they are vnwile children , and without wit: they are (4) wile co doc cuils , buttodoe welthey haue not knowen.. 23..1 beheld the earth, and loe it was voide, and a thing of nothing sand the heauens, & there was no light inthem. 24, 1 faw the mountaines,and loethey were moued; and al the little hils were troubled. 25..1 beheld, and there was neta man: and eucric foule of the aire was departed, 26. 1 looked, and behold Carmel made defere sand al the citics cherof were deltroyed at the face of our Lord, and atthe faceof rhe -wrath of his furie,
Jer	1	27	For thus faithour Lord: Althe land hal be defolate, (c)but-yet I wilnot make aconfummation.
Jer	1	28	Tac carth shal mourne, and the heanens {hal lament from .aboue : becaufe I haue {poken, I haue purpofed, and it hath not repented me, neither ain I turned away from it..
Jer	1	29	At the voice ofthe horfeman, and the archer, al the citie ts fled; they haue entred into high places , and haue clined che rocks: al the cities are forfaken,and there dwelleth not aman inthem,
Jer	1	30	But thou being wafted, what wilt thoudoc? when theuinalt cloth thy felfe in {carlet, when thou halt be adorned with golden iewels , and inalt paint thine cies with fibike ftone, thou thalt be trimmed in vaine:thy lovers haue contemned thee, they wil feeke thy-life.
Jer	1	31	For I haue heard the voice as. ofa traneling woman, anzuifhes as.of a woman in labour of child. The voice of the daughter of Sion, amongft them thar dye, and ftretch forth their hands : woe is me, becaufe my foule hath fainted for them chatare (laine, 6) If they were indeed natural fools they (Mould be ex- .eufed. (6) Gods pro. wridénce never ifuffereth the - Chureh to be deftreyed Vue CHAP, (4) Excepral requifite con~ ditions be ob. fered inn oth itis vn~ lawful: aswhé one fweareth by God Al. mighty but vne trvly, or,rash- ly,orto dee an vnlawful thing, it is per- iurie,
Jer	1	4	By the lion, the Prophet derftand Na- Nabuzardan ‘ Cd, By the leo- che Great, or Antiochns Epiphanes. buchodonefor, ¢) By the woolfi isqo THE PROPHECIE CHAP VY. Al fortes of higher and lower degrees. tran{greffe Gedslaw.:
Jer	1	9	and shal be punished. he E-round about the wayes of Ierufalem, : jiand looke, and confider, & feeke in the ftreets H therof,whether you can finde a man that doth si iudgements,and fecketh fidelitic : and I wil be propicious vnto him,
Jer	1	2	Yea if they fay : Our Lord liueth (4) this alfo they wil fweare J Rat falfely.
Jer	1	3	O Lord thyne eyes regard fidciitie: a thou haift ftrucken them, and they were nor refufed to rec the rocke, and they would not returne.
Jer	1	4	But faid : Perhaps they are poore and fooli:h, not knowing the way of the Lord , the iudge- ment of their God.
Jer	1	5	I wil goe therfore to the great men, and wil {peake to them: for they have Enowen the way of their Lord: and be- hold thefe altogether haue more broken the yoke, haue burft the bonds. 6. .Therfore hath (.b) the lion out of the wood ftrucken them , (¢) the woolf in the euening hath wafted them , (#)the leopard watching vpon their cities : cucrie one of them that (hal come forth,thal betaken, feemeth to va-! becaufe-their preuaricatiés are multiplied,their reuoltings are ftren; th- ned.
Jer	1	7	Wherupon can be prapicious.to thee? thy children haue for- faken me,and fweare by them, that are not Gods: I filled them, and they -committed aduoutrie , and did riotoufly in the harlots houfe.
Jer	1	8	They ate bccome as amarous horfes , and ftalions: euerie one neyed at his pard Alexader wcighbours-wite:
Jer	1	9	Why, fhal I not vifite vpon thefe things,faith our ‘Lerd > and on fuch anation fal not my foule take reucnge? 1c, Scale the wals therof, and diffipare them, but make nota confummation: take away the branches therof, bccaufe they are not the Lords,
Jer	1	11	For by preuarication hath the houfe of Hrael preuaricated againft me, and the houfe of Juda, faithour Lord,
Jer	1	12	They haue denicd 4 our Lord , and fayd : It is not he: neither fhal the euil.come vpon vs: we fhal nor fee {word and famine,
Jer	1	13	The Prophets haue {poker into j the wind, and there was no anfwer inthem:: thefe things therfore {hal happen tothem,
Jer	1	14	Thus faith our Lord the God of holls: Becaufe you hauc fpokenthis word: behold, giue my words.in thy mouthas fire,& this people as fticks,& it fhal deuour them. 15.Behold 1 wil bring vpon youa nation from a tar,o houfe of Irael, faith our Lord za flrong nation, an ancient nation, a nation whofe tonguethou thalt not kiew nor geek. ASS: forie: thouhaft broken them , and they haue - ciue difcipline ; they haue hardned their faces more then - EZe 22 OF IEREMIE, 541 nor vaderftand what it {peaketh.
Jer	1	16	The quiuer thereof is as an open fepulcher , they are al ftrong.
Jer	1	17	Andic thal cate thy corne , and thy bread ; it ihal devour thy fonnes , and thy daughrers: it fhal eate thy flocke, and thy heards : it thal eate thy viseyard , and thy figge: and it ‘thal deftroy thy fenced cities , wheria thou haft confidence, with the fword,
Jer	1	18	But yet inthofe daies, faith our Lord ,I(¢) wilnot bring (¢) As before you into confummation,
Jer	1	19	And if you fhal fay: Why hath che Lord 17-10. &sh4.v. our God done al thefe things to-vs? thoa fhalt {ay- to them : As-you {77° haue forfakenie, and {eeysd a ftrange God in y our owne iard, foshal you ferue ftrange ones in a'land not your owne,
Jer	1	20	Declare ye this to tthe haufe of Lacob, and make it heard in Iuda , faying :
Jer	1	21	Heare thor. ‘fooli-h people , that lraft'‘no hart, whiclhauingcics, feeftnot : and cates and -heareft not.
Jer	1	22	Methen-wil you nosfeare, faith-our Lord: and.at ny peefence wibye not be forte ? Who haue fer the fand a limice forthe fca., atreuerlaftmg precept , that ihal not pafle, and they fhai be moued;, and thal not peevaile : and che waues theraf fhal fwel, and thal notpafle ouer it..z
Jer	1	3	But co this people thcit hart is become incredulous. and exafperating , they arercuolted and.departed: 24.. And. they. haue not faid-intheir hatt: Let vs feare the. LordourGod, wiro giueth.vs the-timely and lateward rayne in due feafoa : who peeferueti: the ful- nes of.cheyearelyharucit.vnto-vs.25.Your iniquizies hauecurned away thefe-chings , and your finnss hauc ftayed good from you,
Jer	1	25	Becaute : there are found impious meniwmy. people, that lys ia watie as foulers. fetting fnares &.traps. to take. men..27.As a net tul of birds ,.fo.their honfes are-ful of guile : therfore are chey-magnifed , and cnrighed,
Jer	1	28	They-are made grofle and fat ; and. bane tranfgreficd. my. words fa j.,, Mok wickedly. The caufe of she widow they haue not indged:,” the #40°.7- caufe of the pupil they haue not-direGted, and the indgement.of the poore they hane notindged.29.{ f.) Shal 1 not vilite vpon thefe things? f) Tt is soaint faith our.Lordzor vpon fuch a nation fhal not my foule.takereuenge? Gods ialt
Jer	1	30	Aftonilhment and meruclous.things are done inthe land,
Jer	1	31	The '¥4gement to Prophets prophecied alye, and the Pricits claped withtheir hands:and ]4o"* fuch my people hati loued fuch things ; what fhal be donc therefore inthe dare, Pe ; Rishedven
Jer	1	9	a fiarer. end thereog?. eb-
Jer	1	9	ve Vuni2z CHAP, } pes. gouerne their faldiers, AA Te42 THE PROPHECIE
Jer	6	8	and contemning admonitions.
Jer	6	16	Tet God admanisheth againe the lewes , and they contem- wing,
Jer	6	18	be caileth the Gentils, and resectetbabe Lewes. AKE courage -ye children of Beniamin in the middes: e394 of Iernfalem , and in Thecua found with thetrumpet, and ower Bethacarem lift vp-the ftandarc : becaufethere is evil 4 {cen fromthe North , and great defisuction, 21 haue re- ¥fembled the dangbter of Sion toa beautiful and delicare (a) Captaines woman.
Jer	6	3	To her shal ( 4) Paftours come, and their locks:they hane are called Pa~ pitcht -tents in her raund about :cuerie one fha) feed them that are Hftours, becaufe] * they feed and vaderhis hand,
Jer	6	4	Sandtifie ye battel vpon her :.arife., and let vs fhadowesof the evening are waxen tanger,
Jer	6	5	Arife, and ler vs goe inthenight, and deftroy her boufes,
Jer	6	6	Becaufe thus faith the Lord of hofts : Hew downe her wood, caft a trench about lerufalem : this is thecitie of vificadon , af oppreffion is in the middes thereof,
Jer	6	7	Asa cefterne maketh cold the avater therot , fo hath fhe.made cold her-ma- ‘lice : aniquitie and fpaile fhal be heard in her, infiemitie and plagne alwaies before me.
Jer	6	8	Be thou taught lerufalem , -ieft perhaps my foule depart from-thee, Icft perhaps Lamake thee a.defert land.not habitable,
Jer	6	9	Tis faith the Lord of hofts : Eucn toone clufter thal they gather as 7 in a vineyard rhe remaines of rac], enrne back shy hand, as the grape gatherer roshe basket,
Jer	6	10	To whom fhall fpcake? and whom thal] contelt, that he may-heere 3 behold, their eeres are- vncirenmeifed, and theycan not heare ; bchold the word of our Lord is become vnto them -as a reproch: andthey wil notreceiue it.
Jer	6	11	Therfore am-]-tulof-the furie of our Lord, haue laboured fuftayning : powre out vpon the litle one without, and vpon the counfel of rhe yong men together ; for man with woman fhal be taken , the ancient with him that is ful cf daies,
Jer	6	12	And their houfes {hal paffe to others, their lands and wines toge- ther : becaufe 1 wilextend my hand vpon the inhabitants of the land, faith our Lord,
Jer	6	13	For trom the lefler cuen to the greater, al fiudig auarice : and from the Prophets euen tothe Pricht, al ecn mit guilesrg, And they cured the defiruction of the daughter of my people with ignominte , faying : Peace, peace : and there was not face.
