BookAbbrev	Chapter	Verse	VerseText_1609
Is	84	1	. Merites of 35.'For Danids fake.) VVehaue here a manifeft example that the merites of Saints {Saints do pro-' departed forth of this world,do profite the liuing:God protecting Terufalem not on {fite the iguing. ly for his owne, but alfo for his feruant Dauids fake. Againit which plaine fenfe, The Protciian Proteftantes denying meritesand prayers of Saints, feemcto haue no better cuafion, jees cushion, Tom
Is	84	2	Oco then 408 THE PROPHECTIE then this filite shift,feyned without warrant ofholie Seri pture,or ancient Father: <a {Weerprete thefe words, For Dawids fa he.to fienifie for Gods promife fa he made ts Danid, 'Bat if they be demanded ,where and when God vromifed to Dauid, thar he would (protect and faue the citie of lerufalem from fack ing by enimies, or fro leanneuer shew it. God made, Dauid conquerour of letufalem Ithere the Tebufites,who varil his time kept the towre of Sion (2.Reg.s.v.71& pro- iteéted the fame citie al his rime and long after, And in certaine Particular dangers, promifed to Achaz a Wicked Wing (Ifaie. 7.) and to this good King Ezechias here (& 4.Reg:1p, that he would faue and deliver Jerufaiem, fromthe particular diftre®. Yes wherin it was at thofe times : but be promifed ner this to King Dauid, Neither ldid God make a-general promife to protect thatcirie perpewally. For if he had fo \promifed,ic should not have been fubdued, brougac into captinitie , & defaced as it iwas by the Babylonians. And therfore this giofic of Provefants is duilevponi falfe iground. And the word ¢s are as manifeft , as if the Kings Maiefie should fay: J wil lproreét the-citic of London,that I may faue it for myne owne fake, and fuch my for. imer fubicétes fake,that haue faithfully heretofore ferued their Kings.Or if he should fay :1 wil proreé fuch a neblemans chicfe Manour place for myneowne fake, & for ifueh his progenitours fake, who ferued me loyally, Wherdy is piainely fg aifed, mruine , they Ged promifed » extirpating tO protect the citicof Lert. falem from cerraine dan- gers,but not perpetually. The Prote- ftants gloffe is il grounded. Pais fimili- tude dorh not vroug but ex- plaine rhe truth other~ wile proued. Pal . + : 7 . ithar che.King doth this fauour not only for his owne fake > but alfo for che,merites cof fome thatliued there, aud deferued wel before. Neither do we produce this f- imilstude to prone that is in controuerfie , but to explainethe Catholike doGrine, :avparent by this texc,and approved by the ancient Fathers, andthe whole Church iof God, (2) Afcerthe CHap, XXXVIL Aflyrians were flaine,King E- zechias was EXechias being fock and aduertifed by the Prophet that be shal then ayesby pray- vifited witha «r obteynetir prolongation ef life: 6 with promife of viltorie, confirmed by 1 dangerous figne.y For which be rendereth thankes so God with « Cansicle of praife, ficknes, to keepe him in the feare of N(a)thofe dayes Ezechias was fick evento death: and Ifaic the fonne of Amos the Prophet, went in vnto him, and faid tohim : Thus faythour Lord: Take order with thy houfe, for (6) thou shalt die, and fhalt-not hue, 2.And Ezechias turned his face % toche wal,& prayedco our Lord,3.and faid: I be- Prophet that - fech thee Lord,remember I pray thee how I haue theRines fick-! walked before thee in truth, and in a perfect hare, ines was dead~and haue done that which is good in thine ties, And Ezechias wept Hie. with great weeping.
Is	84	4	Andthe word of our Lord was made to Haie, () Secondly faying:s ,Goe,& tel Ezechias:Thus faith our Lord the God of Dauid thy Woutd ede 1s Hacher:I haue heard thy prayer,and feen thy teares: Loe (¢) Iwil adde vearestohis ivpon thy dayes fifteen yeares :
Is	84	6	and out of the hand.of the King of life: which jthe Affirians will deliver thee, and this citie,& wil protect it, 7.And this could not be- chal be afigneto thee from our Lord that our Lord wil doe this word, favd, robe hich he hath fpoken : $, Behold 1 wil make,the Shadow of the lines added, except ines which God, left much ioy should bring Lim into odliuion of his dutie. (8) Itwas firkt, revealed to the; tres life accor- t Bible, 1603. 4 Reg, _ M 4.Reg. 20, 32.
Is	84	2	Per. OF 1 S A TL. 493 returne,by the which it is now gone downe in the“Uy al of Achaz inthe funne, back-ward ren lines. Andthe funne returned ten lines by the degrees whereby it was gone downe. g.T he feripture of Ezechias che King ofluda,when he had been ficke, & was recoueted of his infirmitie. 10.1 haue faid: (4) Inthe middes of my dayes shall goeto the gates of hel, I hane fought the refidue of my yeares, ir hauefaid: I fhai notfee our Lord God inthe land of the living. I shal behold man no more,and the inhabiter of re ft,
Is	84	12	My (e) generation istaken away; and is wrapped together from me, asthe rent of fhepehards: My lite is cut of,as by a weauer: whiles 1 yer began he cut me of: from morning vntil nightthou wilt make an end of me. ;
Is	84	13	Lhoped wntil morning, asalion fo hath he broken al my bones: From morning vatil euening thou wilt make an end of me, 14.As a yong fwallow fo will cric, 1 wil meditate as adoue; Mine cies are weakened, looking on high: Lord lfuffer violence,an{wer for me,
Is	84	35	Whatshal I fay, or what fhal he anfwer me , wheras himfelf hath. done it? 16.1 wil recount tothee al my yearesinthebitrernes of my foule,-Lord if mans life be fuch,and the life of my {piric in fuch things, thoufhale chaften me,and shalt quicken me, 17.Behold in peace is my bitternes moft bitter: But thou hait deliurtd my foule chat it should nor perish, thou hafi caftal-my finnes behind chy backe,. 18,. Becaufe he! fhal not confeffeto thee , neither shal death prayfethee:, they thar goe downe into the lake,fhal not expect thy truth,
Is	84	19	The liuing the living he fhal confeffetothee , as 1 alfo this day:the fa- ther fhal make thy. cruth knowento the children, 20,0 Lord faue me,and we thal fing our Pfalmes al the dayes-of-our: life: inthe houfe of our Lord, 21.And Ifaie commanded(f)thar they should take a lumpe of figges, & plafterit vponthe wound,and he shouldbe healed,
Is	84	22	And Ezechias fayd: (g¢)What shal be the fignethatl thal goe vp intothe houfe of our Lord? i 1 ding to natura} caufes had ‘been at anend. 15.eAug.h.b.c, jt7.de Gerad lit, '(d) Inthis iCanticle the iKing reciteth his afflictions of mind, for that be should part ourof this. world,in the flowre of inis age, fe) And with- i out children: for Manafses : was borne three yeares after,being ‘a.veareseld when he began to reigne, 4-Rog.zi, t (f\ThePro- phet ordayned ithis medicine: '(g) And the [King alfo de- manded a fone before he fang the Canticie. ; Ooo Cuar 494 THE PROFHECTE Cuarp XXXIX. (4) In thisho- pourableem- rhe xing of Babylon fentlegates to Vifite King Evechias , and conoratu 9 boitage Bre. ng of Babylon fentleg ift mw EX , ieratulate bis Ichias reioyeed TOMEI of health.2.H ¢ sheweth them al bis riches
Is	84	5	for whith late repres immoderately bendeth bm: and prophectesh shat the Babylonians wil foile Lernfalem, and ynwifely hewed hi . dach Balaé troatmen s fm Tr HAT time Merodach Baladanthe fonne of Baladan, 4-Reg, Johich Cer mY ' King of Babylon, fent letrers & guifts to Ezechias : for * fore the Pro- ae he had heard thar-he had been Gcke,and was recouered, phet reprehen-} hy, 2.And Ezechias (4) reioyced yponthem, and he fhewed ded. And vpon f Y them the ftorehoufe of aromatical {pices, & of filuer,and ; Ihis occafion & of gold and of fj d dofthe beft i jprophecied APE - ih gold,and of fweete-o ours and o ebeft oyntment, that the Baby-! 4nd al the ftorehouiesof his fourniture, and al things thar were found jonians should: in his treafures,T here was not anie thing, which Ezechias shewed them “arte away all not in his houfe,and in al his dominion.
Is	84	3	Bur Iaie the Prophet wentin pat ereatore, to. Ezechias the King, and faidto him: W hat faydthefe.men, and from vhon caeecan, Whence came they to thee:And Ezechias tayd:troma far countrie they INTC captiuity. “ . (b)Not for came tome , from Babylon.
Is	84	4	And “he fayd : Whar faw they in want of affe- thy houfe + And Ezechias fayd:Al things that are in my house haue they ction towards /fecn,there was not anie thing, which I have not shewed them inmy trea- ris poferitie, fures.
Is	84	5	And Ifayefaydto Ezechias : Hearethe word of the Lord. of forfenosve, hoftes.6 Bebold the daies shal come : and al things that are in thy honfe, dorft net re- - r ar ia queft more, he) and that thy fathers haue layd.vp tor treafure vail this day,shal be-taken. prayed for away into Babylon:there shal not-any thing be leaft, fayth our Lord,7, peaceinhts And.ot thy children, which thal comefarth.of thee, whomthou shalt. owne dayes. beger,they fhal take away , andthey shal be eunuches inthe palace of: OF the dehae. the King of Babylon.
Is	84	8	And Ezechiasfaydtolfaye: The wordof our rie from finne Lord which he-hath fpnken is good.And.he [aid:(b) Onlie bethere peace:! by Chrift. and truth in my daies, } i ! (ah The Pro- phecalludeth rothe comfort of the ewes, . . . . nwhen they The Prophet comforteth she people worth Ch rifts comming to remitte finnes.
Is	84	3	Beat! should be de forewhom S.lohn Baptift shal preach penance.6 Sheweth mans mbecilitie, 9. linered from Gods Mareftie,18.she Vanitie of idols:2.7.¢r~ fal of them that feare not God. t
Is	5	1	captinitie of Babylon : bur . . . princevally yj E ‘«) comforted, be comforted my people , faith your God, 2. prophicierh @ Speake to the hart of Jerufalem , and calroher: because her of mans deli malice is accomphvhed , her iniquitie is forgiuen: she hath re- Mab vane oChrift cuuea of thehand of our Lord double for al her finnes.3.(6) The voice line i i Anenide: of one crying in the defert:Prepare the way of our Lord, make ftreighi toan x, ve . c., a Prophecie ef . { the pathesof our God inthe wildernes,
Is	5	4	Euerie valley fhal be exaited and euerie mountaine and litle hil fhal be humbled , and crooked things fhal become fireighr, andrough wayes, playne. 5 And the glorie of our ‘Lord fhal be reuealed,and al flesh together fhial fee,that the mouth of our Lord hath fpoken,
Is	5	6	The voice of onefaying : Crie,And'l fayd : What ec.1. } fhal I crie 2 Al flefh is graffe,, and al the glorie therof asthe floure of the Pett. field,
Is	5	7	The prafie is withered, and the foure is fallen. becaute the {piri of our Lord hath blowen onit, Indeed che people is prafle ;
Is	5	8	the grafle is withered, and the floure is fallen: but the word ot our Lord abideth 4atat
Is	5	5	for euer, 9. (¢) Vpon an high mountayne get thee vp, thou that euange- (-) This is alfo lizeft ro Sion ; exalt the voice in ftrength , which euangelizeft to leruta- !manifeft of VJerm : exalt it, feate not, Say tothe cities of Iuda: Behold your God: 10. (Chrifts Poe tbehold our Lord God ihal come in ftrength, & his arme fhal haue domi- tourtaine = nion; behold his reward is with hin, and his worke before him,
Is	5	11	As a '& of his Apo- tean, {hepheard fhal he feed his flocke : in his armeihal he gather together the ftles, and Apo- yo, lambs , and in his bofome shal he lifr themvp,and them with yong him- ‘ftolical prea. ifelf thal carie, 12. (d) Who hath meafured the waters with his fiit , and “(ayGod ‘pondered the heauens with aipanne ? who hath poyfed withthree fin- jand benecg gersthe huge greatnes of the earth,& weyed the mountaines in weight, !Jence in erea- JRom.
Is	5	11	and the litle hilles in balance ?
Is	5	13	Who hath hoipen the {pirit of our Lord: !ting & gouer- i. Cer... or who hath beer his counfeler, & shewed to him ?
Is	5	14	With whom hath ™ng al this he taken counfel, and who hath inftruéted him,and taught himthe path for d, isa meee : ene that ke ,ofiuitice, and taught him knowledge, and hewed him the way of pru- both can and dence >
Is	5	15	Behold the Gentiles are as a droppe of a bucket, and are repu- wil befiow * leaf? ted as* the moment of a balance: behold the ilands are as alitle duft, thefe great wf , or
Is	5	16	And libanus tial not iuffice tokindle the tyre , and the beafts therof benefits of jatomes. inal not be {ufficient for holocauft, 17,-Al nations as itthey were nat, fo Ration’ onal are they before him,and they are reputed of him as nothing , and a vaine : ithing.
Is	5	18	To whom then haue you made God like? or what image wil 44.
Is	5	17	you tet to him?19.Hath the artificer caft a fculptil: or-hath the goldimith figured it with gold, orthe filuerfmith with plates of filuer?
Is	5	20	Strong wood, and thar which-wil not putrifie hath he chofen: the wile artificer fecketh how he may fet-vp a fculptile which may Lor be moued, 21. Why,(e) doeyou not know: why, haue you nur heard? why,.hath it not 'e}Eromthe bee been told you trom the beginning?Haue you notynderftood the founda- gitnirg the tions of the:earth? 22.Hethat-firrethwpon theompafie ot the earth,and Jaw of nature, the inhabitantstherof areas locuftes ; he that-ftretcheth out the heauens perwards rel as nothing, and {preddeththem as a tent to dwel in,
Is	5	23	He that maketh Goin thet ihe (f the fearchets of tecrets as it they were-not, that hath. made the iuages y hich made of the earth as a waynething:
Is	5	24	and indeed their fiock was neither the world is planted. nor fowen, nor rooted in the earth : fodainly he bath blowen Ged. . rvpon then, andthey haue withered. and a.whirlewind fhal take them (Wifes Phis away as {tubbie.25..Andto whom haue ye likened.me , and made.me iknow nothing, equakfaith the holic onez 6.Litt vp your cies on high, and fee who hath neither cay created thefethings ; he that bringeth our the hoit of them in number, confift but by , him. Ooo 3 and 45 lands, & o- ther Gentils ining in ido~ .2 . latrie, which conuerfion to neth amongft others very particolarly t jour great Bri- nowmed Ilan iD. Briffouy Mos. 11, (2)Go
Is	5	4	exps- ftulation wich implieth a pro- ‘ : . : phecie oftheis them as it were daft to his fword , as {tubble taken violently with Chrift, pertey- tanic,the grea- neere,6.Euerie one {hal helpe hisneighbour, and shal fay to his brother : teft & moft re- of Europe, See him that forged at thar time, faying : Ir isgood for fodering : and he 496 THE PROPHECTIE and calieth chem al by name:by the multitude o¢ his force and ftreneth, & Pfrab. Power, not one of them was milling.
Is	5	27	Why fayeft thou lacob, and tpeakeft thou Ifrael : My way is hid from our Lord , and my iudgement is pafled oucr of my Gol >
Is	5	28	Why knowe ft thon nor or halt thou not heard? our Lordis God cucrlafting , whichtath created the endsot the! earth: he fhal nor faile, nor labour , neither is there fearching out of his; wifdom,
Is	5	29	Which giueth {trength rothe wearie:and to chem tharare, nos, multiplieth force and-ftrength,
Is	5	30	Children fhal faynte, and labour, and yongmen fhaljtal by infirmitie,31.But they that hope in our Lord shal} change their ftrength,they thaltaxe wings ascagles, they shal runne and not labour, they fhal walke and not tainte,
Is	41	1	God pleading azsinSEidolaters , sheweth his powre and goodnes by bis benefits beflowed “ypanthe Lewes; (
Is	41	7	wit? promife of perpetual protection: 21 .wheras their Yaine idols ran-no way profire them, E-r (4) the ilands holdtheir peace before me, and the} aq Gentiles change their ftrength yletthem come neere, & i then fpeake, let vs approch ro iudgement together, 2, j Who hath rayfed the iuft from the Eaft, hath called: (ie him that he fhould folow him he shal giue theGen-_ & tils inhis fight, & he thal obreyne Kings :-he shal giue the winde, to hisbow.
Is	41	3	He shal-purfew-them , he shal paiffe in peace, there shal no path appeare after his feet.
Is	41	4	Who hath wrought and done thefethings, calling the generations from the begynning ? 1 the Lord,the ‘Apo t ol firftand the laft 1 am.
Is	41	5	The ilends haue feen , and haue been afrayd, §,'22, the ends of the earth haue been aftonied,they haue approched, and come 3 Be ftrong.
Is	41	7	The copperfmith {triking with the hammer encouraged’ ftrengthned it with nailes , that it fhould not be moued.
Is	41	8	And thou Lfrael my feruant, lacob whom! hauechofen, the feed of Abraham my freind :-9,.in whom I haue taken thee fromrhe ends of the earth,and from the far partstherof haue calledthee, and fayd tothee : Thou art ny feruant,I haue chofen thee, & haue not caft thee away,10.Feare not,be- caufe I am with thee:decline not,becaufe ] am thy God:1 haue {irenght- ned thee, and haue holpen thee , and the right hand of my iuft one hath fufteynedthee.
Is	41	11	Behold al that fight againft thee shai be con- founded and afhamed, they thal be as if they were nor, and the men ihal perifh that gaynefay thee.
Is	41	12	Thou shalt feekethemi, and shalt nat find, the: OF IS ATE, 497 the men thy rebelles :they shal be asifthey were not : and as confuim ption the mé that warre agaynit thee.
Is	41	13	Becaufe 1 am the Lord thy Goe> taking thy hand, and fayingto thee : Feare net , I haue holpen thee. 14. Feare not thou(bworme ot Lacob, yethac are dead of Ifrael : haue hol- pen thee , fayth our Lord : and thy redeemer the holie one of Ifrael.15.1 haue made thee as anew threshing wayne, hauing teeth like a few: thou shaltthresh the mountaynes , and breake them in pieces : and fhakt mzke the litle hilles as duft,
Is	41	16	Thou fhalr fanne them , andthe wind fhal tke them away, & the whirlewind-shal difperfe shem:and thou fhalt reicyce in the Lord, inthe holie one of Ifrae) thou shalr be ioy ful.17.T he reccie and the pcore feeke for waters, and there are nene : their terguehah been drie with thirft, Ithe Lord wil heare thum, 1 ube God of Hrael wil 4 not forfake them. 18.1 wil open riuers in the high hilles, and fountaynes i in the middes of plaine fieldes : 1 wilmekethe dcfert into pooles of wa- ters,and the land not paffable intoriuers of waters, 19.1 wil giue into the wildernes the cedar, and the thorne, and the myrtle and the oliuc tree ; I wilferin the defertthe firre rree,the elme, andthe boxtree together.20, That they may fec, end know, and recount, and ynderfiand together, i that the hand of the Lord hath done this, and the holie cre of Lred hath} createdit,
Is	41	23	Make your iudgement approch , fayth the Lord: bring ‘¢b)you thar are hither, it perhaps you haue any thing , fayd the King of lacob, 22. (¢) jas abieGes Let them ccme,and tel vs what things focuer areto come : tel the former ‘contemned,& things whar.they haue been: and we wilfet our hart, and fhal know the 25 dead men in Jater ends of them, and tel vsthe things that are to come.23.Shew what ihe w orld, things areto come hereafter , and we fhial know that ye are Gods, Doe ye 'caufe Chrift alfo good or euil, if you can : & ler vs fpeake & fee together. 24.Bebold, ihath careto ou are of nothing,and your worke.of that whichis not: heis abemina- ‘Protec and to tion that hath choten you, 25, 1 hauerayfed vp from the Nerth, and he er gaye fhal come from the rifing of the funne : he hal cal vypon my name, and ne thee fhal bring the magiftrates asmyre,and as the plafterer treading claie.
Is	41	26	who he reueas ‘Who hath fhewed from the beginning , that we may know: and from Jeth , cai tel -the beginning that we may fay: Artthou iuft: Thereis neyther that flew thingsto come, eth, nor telleth before , nor heareth your words,
Is	41	27	The firft fhal fay to ng cnerfore Sion: Loe] am prefent,and to lerufalem:] wil give an euangelilt. 28.And ifreshew what Lfaw , and neither of thefe wasthere any that would confult, and being ishal be neither asked would anfwer aword.
Is	41	29	Behold al are vniuft, andtheir works ‘could tel be. wayne : their idols are wind and vanitie, ifore had things ithat are already icome to paffe, CHAP. (4) Chrift ac- cording to his bumanitie is the feruant of God, by whom Jal other fernirs are redeemed; inone els being} lable to fatisfie for themfclues, mmuch leit: for ‘others, (6) Such hautie' and couerous mindes as ex- ped their Mel fias to be 2 worldlie and Warlike con- Qucrour , that Wi aduaice his folowers [rey Kingdoms lor prince. idomes,andto ‘labounidance of! temporal ri- ches ,-shal be fruftrare of their vaine ho- Chri our ‘§Sauiour both by example & Ydo@rine reach. é the contra- ie, willing his folowers tolea. me of him robe their reward shal be greatin lheauen , not in nal, but in evernal glorie. 498 THE PROPHECITIE Crharv. XLIL. ” ith bes :
Is	41	6	whom he fendeth into thir God the Father i wel plealed with bis Sonne : “world to reach iftce whereby men are tffified.
Is	41	11	Mame Gentiles shal be conuerted.
Is	41	25	Lewes and osher obffinase icfidels shal be fenerely perished. HOLD (b) my feruant,! wil receiue him : mine eled, Se me foule hash pleated it-felfin him :Thaue giuen my {piritvpon him, he shal bring forth iudgement to the & Gentiles,
Is	41	2	He fhal not crie , nor accept perfon , neither 2 shalhis yoice be heard abrode
Is	41	3	The bruifed reed he SED shal not breake, and {imoking flaxe he shal not quench: he shal bring forth indgementintruth,
Is	41	4	He shal not .be fad > or ture bulent , tilhe fer iudgement in the earth ; and the ilands shal expe . is law.
Is	41	5	Thus fayththe Lord God that created the heauens, and ftretche them out: thar eftablithed the earth, and the things that :pring therof : that giveth breath to the people, that is vpon it » and {pirit tothem that tread therevpon. 6,1 the Lord haue called thee in iuftice, and takenthy hand,& preferued thee, And haue giuenthee fora couenant of the peo. ple, for alight of the Gentiles,
Is	41	7	Thatthou mighrel open the eyes of the blind , and bring forth the prifoner out of pri on, and them that fitte in darknes out of the prifon houfe,8. 1 the Lord , this is my name: I wil Not giue my glorieto an other, and my praife to grauen things.
Is	41	9	The things that were firlt,loe they are come: new things allo do news ore they come forth , I wil make you heare them, x new fong, his prayfe is from the endes of the earth: ye that goe owne to the fea, and you the fulnes therof: ye ilands, and inhabitants ofthe fame.
Is	41	11	Let the defert be exalted and the cities therof: Cedar shal dwel in houfes: ye inhabitants of the Rocke, give prayfe, they shal ceve from the tappe of the mountaines,.
Is	41	12	They shal giue glorieto rel or aan shal declare his pray fe in the ilands,
Is	41	13	The Lord shal por torth asa 16g man ,-as aman of warre fhal he raife vp zele : hes al fhout-and crie: ouer his enemieshe shal be ftrengthned.
Is	41	14	I haue alwayes held my peace, I hauc kept filence, I haue been patient , J wil {peake as a traual jing woman: wil diffipate, and {wallow vp together. 15.1 wil ma € (4) mountaynes-and litle hilles defolate , and wil make al their gra ie to Wither ; and I wil rurne riuers into ilands , and wil drie vp the {tan ing pooles,
Is	41	16	And I willead the blind into the way, which they Know not andin the paths, which they haue been ignorant of I wilma ethem walke :] wil make darknes before them to be light, and crooked things ftreight Mat37. Mat.ize + -the holie one of Ifrael thy fauiour, I haue giuen Aegypr thy propitiation, !Chriit prote- O F ISATE, 499 \ ftreight :thefe words haue I done tothem , and haue not forfaken them.
Is	41	17	They are turned backward : let them be confounded with contufion, thar truft in grauen thing , that fay to the framed thing, ye are our Gods. 18.Heare ye deafe,and ye blind behold to fee,
Is	41	19	Who is blind, butmy fernantzand deafe,but he to whom I haue fent my meflengers ? Who is bind, bur he that is foldezand who is blind , bur che feruant of the Lord:
Is	41	20	Thou that feeft nianie thin gs , wiltthou not keepe them: thou that halt eares open,wilr thou no heare?
Is	41	21	And the Lord hath been willing to fanctifie him , and to magnifie the law,and extol it,
Is	41	22	But the fame people is {poiled, & wafted zal are the {nare of yongmen,and they are hid inthe houfes of prifons: they are made a praye, neither isthere to deliver them;afpoile , neither is there that fayth: Reftore,
Is	41	23	Whois there among you that wilheare this , atcend and harken for thingsro come?
Is	41	24	Who hath giuen laceb into fpoyle, and Ifraelto the waiters ? hath noi our Lord himtelf , to whom we haue finned ? Andthey would not walke in his wayes,and they haue not heard his law,
Is	41	25	And he harh powred out vpon them,the indignation of his furie, & a ftrong bartel, and hath burnt him round about,and he knewe not:and {et him on tyre, and he vnderftoode not. Crar, XLUL (a)Chrift cal- God comforterh his Church , promifing ener to protell the fame :
Is	41	11	blameth she sth and in- I letine thes 1 dueth finners ewes,expoftulasing thew ingratiude. with grace, without anic . ecedent N p_ now thus fayth our Lord that («) created thee, o !PF good worke lacob, & tormed thee,o ifrael:Feare not,becaufe I haue (
Is	41	6	defire ia redeemed thee and called thee by thy name: thou art them,cuen as : ‘ -mine.2,Whenthou (b)shalr paffe through the waters, ine createth of; hi y I wil be with thee , and the fouds fhal not couerthee; Mothing. DI EY FLY) ; ; icb)In al tribu~ § when thou shal walke in fyre,thou fhalr not be burnt, ; mM TRIES ?Slations & per- and the name shal not burne in thee :
Is	41	3	BecaufeJ amthe Lord thy God Per fecutions Acthiopia and Sale for thee.
Is	41	4	Since thou becamett honourable in mine ‘tech has fer- cies,and glorious : 1 haue loved thec, & I wii giue men ror thee,and peo- BAnts:not ~ 2 oY . yy Huftering them ples forchy foule.s.Feare not,becaufel am with thee: from the Eaft will }.5
Is	41	4	cempred bring thy feed, and from the Weit I wil gather thee.
Is	41	6	I wil fay to the {further then North: Give; andtorhe South: Hinder not:bring my fonnes from a farre, Ithey may refifi: and my daughters tromthe ends of the earth,
Is	41	7	And eucrie one thar in- iF they wil, uocateth my name, for my gioric have I created him, formed him , and [¥ Py * . - Oe ats 2 (Charen ftil re. made him.8 Bring forth the biind peopic,and hauing eyes: the deafe,and : : matceth mes -i he thar hath eares.9.Al the nations are afiembled together,and the tribes lraminate , anc are gathered : which of you can shew this & fhal makays heare the tor- !shal neuer be Tom, V pp ideftroy ed. ducr! (c)God made Cyrus con- -querour of Ba :byton,not for joo THE PROPHECIE mer things ? Let them giue their wirneffes , and be iuftified ., and heate , and fay: In veriedecde,
Is	41	10	You are my witnelfles , fayth our Lord,and my feruants whom I haue chofen: that you may know , and belieue me, and ynderftand that 1 my felfam, Before me there hath no God been formed, & after methere shal not be.tz,1 am, lamthe-Lord, and there is no fauiour befide me,
Is	41	12	rhaueshewed , and haue fa-. ued:[ haue madeitheard , and there hath been no ftrange one amon you, You are my witnefles,fayth our Lord, andy God,13.And from the beginning I my felf,and there is nor that can deliuer.our of my hand; 1 wilworke,and who fhal cure it away, 14.Thus{ayth the Lord your re- deemer,the holieone of LraelsFor your fake haue I {ent forth into Baby- lon,and haue plucked downe al the barres,& Chaldees glorying in their shippes,
Is	41	15	I the Lord your holie one , that created Iftael your King.
Is	41	16	Thus fayth our Lord, that gaue a way in the fea,and.a path in his owne fake, the vehement waters.17:-Which brought forth the chariot & the horfe, ‘but for Tirael, ‘that he might -relcafe their iCapiiuitie, Fo ‘God perpe- stually difpo~ eth of King- jdomes for the {good of his (Caurch, Adam conta- minazinrg al mankind was janie: ches , Priefts, lothers fin- ec innocent i anne of the world. not purged by ning. til Chrift: the arme and the {trong : they fleprrogether, neither shal they rife agayne : they are broken as flaxe, and areextinct,
Is	41	18	Remember not torimer things, and looke not onthings of old.
Is	41	19	Behold I make new things , and now they shal {pring forth , verily youshal know them :1 wilmake away in the defert, and riuers inthe place not hanted, 20, The beat of the field fhal glorifie me, the dragons and the oftre- ches : becaufe I haue giuen watets in the defert ; riuers in the place not hanted, that 1 might giue drinke to my people,to mine elect.2L.T his people haue I formed for my felf,they fhaltel my prayfe.
Is	41	22	Thou hatt not inuocated me,o.lacob, neither haft chou laboured in men,oI{rael.23. r (4) The Gane of 1 ou haft not offered me the ramme of thyneholacauft, and with thy victimes thou haft-nor glorified me :T haue nor made thee to ferue in oblation,nor put thee to payne in frankincenfe,
Is	41	24	Thou haft nor bought mae fweete cane for filuer,and with the fatre of thy victiines thou haft not inebriated me,Bur thou haft made me to ferueavith thy Gnnes, thou haft. : Al Parriar- PUt me to payne with thine iniquities,
Is	41	25	Iam, 1am hethat take.cleane . . ae . . = 2 ; away thine iniquities for mine ownefake , and 1 wil not remember thy Prophets, & al’ finnes,26.Bring me into remembrance, & let vs be iudged together: tel if thou haue any thing that thou mayft be iuftified.2 7. (d) Thy firft father finned,and thy (¢) interprecers hauc tranfgreffed againft me.
Is	41	28	And lambe came to haue profaned the holie Princes, haue giuen Lacobso.deftruction , & take away the fracltoreproch, Cyan 2,Co. §. apott. fere.3e jo 40. Apr. m7 Cr 22. Sap.13. Oo F ISATE, yor
Is	5	1	, XLII, Chrift foundeth and eStablisheth bis Church:
Is	5	6	Inueigheth againft sdolatres : 26. and promifeth delinrance from the captinitie of Babylon. : 1(4) Gods ele- N p-now heare,o lacob my feruant, and Hrael whont }étion preuen- Ishaue chofen,
Is	5	2	Thus fayth the Lord that made.and teth mas good formed thee,thy helper (4) from the wombe :' feare'not eodeauour for -o my feruant Iacob , and thou moft righteous whom Tone coup Lhauechofen,
Is	5	3	Forl wil powre cut waters vpon the jreturne to Ged Ne eek thirltie ground , and {treames vpon the drie land: [ wil , powre our my-fpiric vpon thy feede , and my biefling vpon thy ftocke. .) 54, 4. -And they fhal {pring the herbes as willowes befide the waters run- ©) i olaters ning by..s, This man ihalf{ay : 1am our Lords: and an-other man {hal ieauing God, calinthe name of Iacob, and this wal--wrice with his hand ,..To the wit is-eternal Lord ; and in the name of Iirael he thal be refembled,
Is	5	6	Thus fayrh our 2%4totruft in Lord the King of Ifrael ; -and che redeemertherot the Lord of hoites:- idols thar Lam (6)the firit,and1 chelaft, and befide methereis no God,
Is	5	7	Who is nee: ran like tome? let him. cal and d : i was femal a eckare : and let him expound me the order, jwas from the fince Lappoymed the ancient people : the thingsto come , and thar fhaj [beginning nor beherafter letthem {new vnto them,
Is	5	8	Feare ye not, neither be ye-trou- prophecis bled, fromthat time I haue made thee ro-heare , and haue declared: you things to are-my witnefles, Is there a God befide me, and amaker , whom I haue i(e)Alth . not knowen?
Is	5	9	Alche makers ot an idol are nothing , and their bef jhere fay df beloued things shai not profite them, (c) Themfelues are their witneffes thevanitie of that they-doe-not fee, nor vnderftand , that they may be confounded,
Is	5	10	idols & foo- Who hath formed a:God, and molten a {culptil profitable-ro nothing? sh impictie
Is	5	11	Behold, al rhe partakerstherofjhal be contounded :..for the makers lofi erates . are of men : they thal al aflemble , they fhal ftand and feare , and hai be ined faith S. confounded together.
Is	5	12	The yro-{mith hath wrought withthe file,with erom in this coales, & with hammers he hath formed rn, & hath wrought in the arc ‘Place}vato he~ of his itrength:he fhal hunger and faynt,he thal act drinke water > and irehe, and he- chal become wearic,
